Starting Experiment with Threshold 0.01
Optimisation 1
Stopping on first fine-grained match below threshold
Filename, Fine-grained tries, Measure, Buffer size (bytes), Heap size (bytes), time taken (ms)
0000000275,1,0.02175498298492951,16456,1045344,1141
0000000276,1,0.024814499452621337,16442,1045329,953
0000000277,1,0.01701713868968032,16454,1045370,1038
0000000278,1,0.018031189083820662,16416,1045338,1091
0000000279,1,0.013251301467108376,2113,1045288,17
0000000280,1,0.0,110,1045236,3
0000000281,1,0.019660045054269916,4883,1045258,75
0000000282,1,0.0125,480,1045266,11
0000000283,1,0.012012012012012012,333,1045265,10
0000000284,1,0.25,4,1045270,2
0000000285,1,0.058823529411764705,204,1045358,13
0000000286,1,0.0,1,1045358,2
0000000287,1,0.0,16,1045358,12
0000000288,1,0.0,40,1045377,14
0000000289,1,0.019552354000514537,3887,1045396,45
0000000290,1,0.01702338649698372,12101,1045411,743
0000000291,1,0.021044029012156504,9789,1045427,335
0000000292,1,0.017280950452274874,7407,1045447,175
0000000293,1,0.0,1,1045301,2
0000000294,1,0.0,16,1045277,9
0000000295,1,0.015067744091378578,16459,1045510,972
0000000296,1,0.017128279883381923,16464,1045607,1065
0000000297,1,0.014134275618374558,849,1045692,7
0000000298,1,0.1111111111111111,9,1045603,5
0000000299,1,0.01908698559358094,16451,1045593,1087
0000000300,1,0.01906728200145737,16468,1045638,1135
0000000301,1,0.020518424087901416,16473,1045627,930
0000000302,1,0.012552301255230125,956,1045679,8
0000000303,1,0.005141388174807198,389,1045318,9
0000000304,1,0.0,140,1045659,14
0000000305,1,0.0,9,1045640,12
0000000306,1,0.019092788520004865,16446,1045579,1088
0000000307,1,0.02078269324258629,16456,1045651,942
0000000308,1,0.022828000728553215,16471,1045737,1246
0000000309,1,0.020009934009792094,14093,1045606,963
0000000310,1,0.019929517559849314,16458,1045618,1273
0000000311,1,0.02183555100648243,8793,1045669,276
0000000312,1,0.017510792241746214,16447,1045621,971
0000000313,1,0.021395575006078287,16452,1045626,1018
0000000314,1,0.01669139465875371,5392,1045723,171
0000000315,1,0.006688963210702341,598,1045659,6
0000000316,1,0.016479053034698852,8617,1045688,306
0000000317,1,0.017938606665120236,12933,1045782,596
0000000318,1,0.0,82,1045085,11
0000000319,1,0.009576250897773522,4177,1045124,61
0000000320,1,0.008298755186721992,482,1045108,13
0000000321,1,0.006644518272425249,301,1045114,13
0000000322,1,0.25,4,1045106,2
0000000323,1,0.005141388174807198,389,1045384,10
0000000324,1,0.015819896562214785,9861,1045788,413
0000000325,1,0.04878048780487805,82,303196,4
0000000326,1,0.009576250897773522,4177,303215,53
0000000327,1,0.008298755186721992,482,303203,4
0000000328,1,0.006644518272425249,301,303202,4
0000000329,1,0.25,4,303201,1
0000000330,1,0.009900990099009901,202,1045091,13
0000000331,1,0.0,1,1045094,1
0000000332,1,0.0,16,1045128,12
0000000333,1,0.21621621621621623,37,1045127,13
0000000334,1,0.0226628895184136,353,1045128,12
0000000335,1,0.009900990099009901,202,303209,4
0000000336,1,0.0,1,303208,1
0000000337,1,0.0,16,303207,4
0000000338,1,0.015812776723592662,3162,1045802,33
0000000339,1,0.011689070718877849,1711,1045803,13
0000000340,1,0.020192190731054615,16442,1045791,1052
0000000341,1,0.018726819480756367,16447,1045796,1051
0000000342,1,0.018842693897398493,16452,1045801,1025
0000000343,1,0.019444613234489882,16457,1045806,1040
0000000344,1,0.017507598784194528,16450,1045799,940
0000000345,1,0.021147301895964997,16456,1045822,1004
0000000346,1,0.020716135369229397,11199,1045825,531
0000000347,1,0.00846262341325811,709,1045580,11
0000000348,1,0.3333333333333333,9,1045574,3
0000000349,1,0.01980919973263657,16457,1045857,1035
0000000350,1,0.019700839109813937,16446,1045862,985
0000000351,1,0.020423048869438368,16452,1045869,1040
0000000352,1,0.019833302914157084,16437,1045853,951
0000000353,1,0.022993062438057484,5045,1045858,73
0000000354,1,0.021401985111662532,6448,1045866,164
0000000355,1,0.021645284854380737,16447,1045874,956
0000000356,1,0.024101068999028183,5145,1045899,78
0000000357,1,0.02162687564546504,16461,1045892,1006
0000000358,1,0.020273455917020275,4242,1045893,56
0000000359,1,0.019807996111313647,16458,1045887,1044
0000000360,1,0.01361784910936835,16449,1045881,956
0000000361,1,0.018958497903627636,16457,1045883,992
0000000362,1,0.0199258854261588,16461,1045885,954
0000000363,1,0.021038550407393896,16446,1045868,993
0000000364,1,0.017476788640087382,16479,1045899,988
0000000365,1,0.021669169706071658,9322,1045878,407
0000000366,1,0.018822100789313904,6588,1045871,154
0000000367,1,0.021863233329284585,16466,1045881,955
0000000368,1,0.014443500424808835,16478,1045893,1061
0000000369,1,0.01834862385321101,16459,1045870,1044
0000000370,1,0.01605155955493403,16447,1045854,1027
0000000371,1,0.0212636695018226,16460,1045868,1002
0000000372,1,0.02086230876216968,7190,1045854,202
0000000373,1,0.018712029161603888,16460,1045861,948
0000000374,1,0.01797971208163761,16463,1045863,973
0000000375,1,0.019328956965718454,16452,1045853,1039
0000000376,1,0.019923464739111947,16463,1045863,1058
0000000377,1,0.016174145688921317,16446,1045845,1045
0000000378,1,0.018357546653698865,16451,1045849,1034
0000000379,1,0.01602233416277235,16477,1045875,967
0000000380,1,0.020059570846757035,16451,1045846,1002
0000000381,1,0.019417475728155338,927,1045848,7
0000000382,1,0.017213446739570676,9876,1045846,465
0000000383,1,0.019196865817825662,5105,1045837,81
0000000384,1,0.016770978914747523,16457,1045851,1048
0000000385,1,0.02269503546099291,1410,1045850,11
0000000386,1,0.013389711064129669,5676,1045854,96
0000000387,1,0.017062116768861636,3751,1045855,44
0000000388,1,0.01995445179481618,9221,1045862,318
0000000389,1,0.01757521596663688,6714,1045863,155
0000000390,1,0.012641383898868928,3006,1045858,33
0000000391,1,0.024242424242424242,6270,1045861,109
0000000392,1,0.022480102071814813,16459,1045866,1035
0000000393,1,0.015919309758172316,16458,1045867,985
0000000394,1,0.021967963386727688,2185,1045862,18
0000000395,1,0.0113544201135442,1233,1045578,13
0000000396,1,0.3333333333333333,9,1045578,3
0000000397,1,0.011372867587327376,1231,1045578,13
0000000398,1,0.1111111111111111,9,1045578,8
0000000399,1,0.011345218800648298,1234,1045578,15
0000000400,1,0.3333333333333333,9,1045578,2
0000000401,1,0.011428571428571429,1225,1045580,13
0000000402,1,0.3333333333333333,9,1045580,4
0000000403,1,0.011336032388663968,1235,1045581,12
0000000404,1,0.3333333333333333,9,1045581,2
0000000405,1,0.005012531328320802,399,1045580,10
0000000406,1,0.2222222222222222,9,1045579,2
0000000407,1,0.01762489364288319,16454,1045863,936
0000000408,1,0.0,108,762581,14
0000000409,1,0.009881422924901186,5060,762605,133
0000000410,1,0.008316008316008316,481,762583,9
0000000411,1,0.006006006006006006,333,762581,10
0000000412,1,0.25,4,762581,4
0000000413,1,0.011299435028248588,1239,1045578,13
0000000414,1,0.0,9,1045579,4
0000000415,1,0.011437908496732025,1224,1045578,14
0000000416,1,0.2222222222222222,9,1045579,2
0000000417,1,0.0199700449326011,2003,1045583,22
0000000418,1,0.3333333333333333,9,1045583,2
0000000419,1,0.02189914228359389,16439,1045883,925
0000000420,1,0.009968392900559203,16452,1045897,981
0000000421,1,0.01956019924675009,16462,1045907,998
0000000422,1,0.018814370286270376,12331,1045900,563
0000000423,1,0.0,17,1045405,4
0000000424,1,0.0,17,1045405,4
0000000425,1,0.0182337567616848,16453,1045897,1018
0000000426,1,0.018229324907334265,16457,1045902,959
0000000427,1,0.022663610898905017,15708,1045901,872
0000000428,1,0.0088008800880088,909,1045585,12
0000000429,1,0.2222222222222222,9,1045585,53
0000000430,1,0.0,1,869206,2
0000000431,1,0.0,16,869218,14
0000000432,1,0.007532956685499058,531,869226,14
0000000433,1,0.020166073546856466,13488,1045926,684
0000000434,1,0.0172434729811779,16470,1045934,976
0000000435,1,0.019227258898691816,16435,1045899,980
0000000436,1,0.013692607248288424,15921,1045976,910
0000000437,1,0.01752371744516285,16549,1046013,1000
0000000438,1,0.019908952959028833,16475,1045939,950
0000000439,1,0.018200570284535582,16483,1045947,1043
0000000440,1,0.01935719503287071,16428,1045892,979
0000000441,1,0.02053837272892994,16457,1045921,1036
0000000442,1,0.020341445695604796,16518,1045982,1074
0000000443,1,0.019477752754275976,16429,1045893,1006
0000000444,1,0.01811440034040484,16451,1045915,1157
0000000445,1,0.009981740718198417,16430,1045316,1016
0000000446,1,0.01969724603319351,16449,1045497,1026
0000000447,1,0.01762114537444934,16571,1045618,1108
0000000448,1,0.01922847247103786,16746,1045792,1015
0000000449,1,0.019146873485215706,16504,1045550,1032
0000000450,1,0.02054211741825696,16454,1045337,983
0000000451,1,0.019824860131354902,16444,1045327,1014
0000000452,1,0.019823654606263303,16445,1045347,1143
0000000453,1,0.02087081684059014,2779,1045394,32
0000000454,1,0.01720269259536275,2674,664159,27
0000000455,1,0.008048289738430584,497,1045588,10
0000000456,1,0.2222222222222222,9,1045591,4
0000000457,1,0.0,108,40965,2
0000000458,1,0.019437133022879124,4939,40992,72
0000000459,1,0.0125,480,40966,3
0000000460,1,0.011976047904191617,334,40966,1
0000000461,1,0.0,4,40965,1
0000000462,1,0.01652892561983471,4598,1045621,108
0000000463,1,0.011602610587382161,1379,1045350,19
0000000464,1,0.018867924528301886,1378,1045352,19
0000000465,1,0.024619840695148443,1381,1045365,21
0000000466,1,0.011611030478955007,1378,1045395,20
0000000467,1,0.02604920405209841,1382,1045407,18
0000000468,1,0.023255813953488372,1376,1045423,18
0000000469,1,0.013100436681222707,1374,1045424,21
0000000470,1,0.014577259475218658,1372,1045426,20
0000000471,1,0.01744186046511628,1376,1045427,19
0000000472,1,0.011627906976744186,1376,1045436,20
0000000473,1,0.02172338884866039,1381,1045444,19
0000000474,1,0.01890909090909091,1375,1045450,22
0000000475,1,0.005115089514066497,391,1045451,15
0000000476,1,0.007246376811594203,552,1045588,10
0000000477,1,0.2222222222222222,9,1045588,9
0000000478,1,0.0,17,1045041,8
0000000479,1,0.0,17,1045397,4
0000000480,1,0.0,17,1045218,12
0000000481,1,0.00846262341325811,709,1045590,11
0000000482,1,0.3333333333333333,9,1045590,4
0000000483,1,0.0,140,1045572,19
0000000484,1,0.1111111111111111,9,1045583,4
0000000485,1,0.01152073732718894,1736,1045556,13
0000000486,1,0.01888162672476398,1377,1045360,19
0000000487,1,0.013109978150036417,1373,1045357,18
0000000488,1,0.023205221174764323,1379,1045365,18
0000000489,1,0.015942028985507246,1380,1045371,20
0000000490,1,0.01448225923244026,1381,1045368,17
0000000491,1,0.017391304347826087,1380,1045373,17
0000000492,1,0.01595358955765047,1379,1045371,20
0000000493,1,0.01308139534883721,1376,1045364,18
0000000494,1,0.023238925199709513,1377,1045363,32
0000000495,1,0.01740391588107324,1379,1045365,18
0000000496,1,0.029133284777858703,1373,1045365,19
0000000497,1,0.02177068214804064,1378,1045368,25
0000000498,1,0.012079378774805867,1159,1045370,16
0000000499,1,0.0,1,90149,2
0000000500,1,0.375,16,90149,1
0000000501,1,0.008639308855291577,463,90160,3
0000000502,1,0.0,108,1045580,8
0000000503,1,0.01972062448644207,4868,1045620,72
0000000504,1,0.012422360248447204,483,1045632,8
0000000505,1,0.011940298507462687,335,1045699,8
0000000506,1,0.5,4,1045701,2
0000000507,1,0.0,140,1045698,14
0000000508,1,0.3333333333333333,9,1045692,2
0000000509,1,0.01702127659574468,940,1045590,10
0000000510,1,0.3333333333333333,9,1045590,3
0000000511,1,0.0,140,1045669,15
0000000512,1,0.3333333333333333,9,1045669,3
0000000513,1,0.0,124,1045655,5
0000000514,1,0.02902757619738752,1378,1045295,18
0000000515,1,0.01741654571843251,1378,1045272,18
0000000516,1,0.03625815808556925,1379,1045274,19
0000000517,1,0.01890909090909091,1375,1045272,17
0000000518,1,0.017454545454545455,1375,1045266,17
0000000519,1,0.020348837209302327,1376,1045270,19
0000000520,1,0.020363636363636365,1375,1045268,19
0000000521,1,0.011619462599854757,1377,1045270,17
0000000522,1,0.01747997086671522,1373,1045267,18
0000000523,1,0.017429193899782137,1377,1045271,20
0000000524,1,0.02618181818181818,1375,1045268,17
0000000525,1,0.008733624454148471,1374,1045270,19
0000000526,1,0.01305293691080493,1379,1045272,18
0000000527,1,0.01744186046511628,1376,1045266,18
0000000528,1,0.04212055192447349,1377,1045270,18
0000000529,1,0.017429193899782137,1377,1045272,18
0000000530,1,0.020363636363636365,1375,1045268,19
0000000531,1,0.017454545454545455,1375,1045267,18
0000000532,1,0.015988372093023256,1376,1045269,18
0000000533,1,0.01455604075691412,1374,1045266,18
0000000534,1,0.015942028985507246,1380,1045276,19
0000000535,1,0.013100436681222707,1374,1045267,18
0000000536,1,0.017378711078928313,1381,1045274,17
0000000537,1,0.015930485155684286,1381,1045274,19
0000000538,1,0.01680672268907563,1190,1045268,17
0000000539,1,0.0,115,1045692,8
0000000540,1,0.0,1,1045692,2
0000000541,1,0.75,16,1045706,6
0000000542,1,0.0,40,1045705,7
0000000543,1,0.0,166,1045705,15
0000000544,1,0.0,157,1045705,10
0000000545,1,0.1111111111111111,9,1045694,7
0000000546,1,0.0,17,1045222,14
0000000547,1,0.0,17,1045285,9
0000000548,1,0.0,140,1045695,22
0000000549,1,0.0,17,1045226,12
0000000550,1,0.0,190,1045696,40
0000000551,1,0.2222222222222222,9,1045696,2
0000000552,1,0.0,166,1045679,15
0000000553,1,0.01909046692607004,16448,1045675,961
0000000554,1,0.01933013190687496,16451,1045678,966
0000000555,1,0.019869986508033854,8153,1045675,244
0000000556,1,0.02089378990133488,6892,1045717,174
0000000557,1,0.0,108,812068,11
0000000558,1,0.019367588932806323,5060,812116,113
0000000559,1,0.008316008316008316,481,812124,12
0000000560,1,0.029940119760479042,334,885649,10
0000000561,1,0.25,4,885646,2
0000000562,1,0.007054673721340388,567,1045754,6
0000000563,1,0.01763239496564723,16447,1045752,945
0000000564,1,0.019102080545078476,16438,1045715,1011
0000000565,1,0.01762061003767165,16458,1045735,999
0000000566,1,0.019097433402262498,16442,1045719,1038
0000000567,1,0.017269686834904225,16445,1045722,997
0000000568,1,0.01921673558744831,16444,1045721,1084
0000000569,1,0.017750759878419453,16450,1045727,1060
0000000570,1,0.01910556738667478,16435,1045712,1020
0000000571,1,0.0182337567616848,16453,1045730,1043
0000000572,1,0.017865824015556635,16456,1045733,985
0000000573,1,0.025438188304637815,6447,1045735,183
0000000574,1,0.017752918287937743,16448,1045711,975
0000000575,1,0.019325432999088423,16455,1045718,1098
