Starting Experiment with Threshold 0.001
(Lower threshold than before)
Stopping on first fine-grained attempt
Filename, Fine-grained tries, Measure, Buffer size (bytes), Heap size (bytes), time taken (ms)
0000000219,1,0.0015444015444015444,2590,53263,20
0000000220,1,0.0,1503,53261,8
0000000221,1,0.0015325670498084292,2610,53263,20
0000000222,1,0.009271523178807948,1510,53269,7
0000000223,1,7.701193685021178E-4,2597,53270,20
0000000224,1,0.001326259946949602,1508,53270,8
0000000225,1,0.001539645881447267,2598,53271,22
0000000226,1,0.0,1506,53268,7
0000000227,1,0.0015261350629530714,2621,53274,22
0000000228,1,0.0,1512,53274,9
0000000229,1,0.0023166023166023165,2590,53264,21
0000000230,1,0.0,1506,53267,8
0000000231,1,7.713073659853452E-4,2593,53267,26
0000000232,1,0.0,1509,53269,9
0000000233,1,7.665772326561902E-4,2609,53262,22
0000000234,1,0.0,1509,53270,8
0000000235,1,0.003861003861003861,2590,53263,20
0000000236,1,0.0,1503,53263,7
0000000237,1,0.0023023791250959325,2606,53279,21
0000000238,1,0.0,1508,53276,8
0000000239,1,0.0030534351145038168,2620,53273,21
0000000240,1,0.001326259946949602,1508,53273,7
0000000241,1,7.710100231303007E-4,2594,53267,18
0000000242,1,0.0,1503,53263,8
0000000243,1,0.004629629629629629,2592,53265,20
0000000244,1,0.0,1505,53268,13
0000000245,1,0.002290950744558992,2619,53272,20
0000000246,1,0.0,1508,53269,8
0000000247,1,0.0030816640986132513,2596,53269,23
0000000248,1,0.001326259946949602,1508,53277,7
0000000249,1,7.710100231303007E-4,2594,53267,20
0000000250,1,0.0026542800265428003,1507,53270,7
0000000251,1,0.0015308075009567547,2613,53266,21
0000000252,1,0.0,1510,53272,8
0000000253,1,0.0061633281972265025,2596,53269,20
0000000254,1,0.0,1506,53269,8
0000000255,1,0.0015438054805094559,2591,53264,19
0000000256,1,0.0,1505,53264,7
0000000257,1,0.0,1733,53266,9
0000000258,1,0.0,1408,53267,13
0000000259,1,0.0026507620941020544,1509,53268,8
0000000260,1,0.0038580246913580245,2592,53265,19
0000000261,1,0.0,1505,53267,8
0000000262,1,0.0030627871362940277,2612,53265,20
0000000263,1,0.0013245033112582781,1510,53270,8
0000000264,1,0.0013306719893546241,1503,53263,7
0000000265,1,0.0018885741265344666,3177,53262,34
0000000266,1,0.0,1508,53268,9
0000000267,1,0.0,569,53265,2
0000000268,1,0.0,1503,53263,10
0000000269,1,7.648183556405354E-4,2615,53268,23
0000000270,1,0.0,1506,53269,8
0000000271,1,0.0035087719298245615,570,53269,2
0000000272,1,0.003997335109926716,1501,53264,9
0000000273,1,0.0015267175572519084,2620,53273,26
0000000274,1,0.0,1506,53270,7
0000000275,1,0.0035087719298245615,570,53270,2
0000000276,1,0.0,1504,53268,9
0000000277,1,0.0022900763358778627,2620,53273,20
0000000278,1,0.002652519893899204,1508,53274,8
0000000279,1,0.0,570,53272,2
0000000280,1,0.0,1505,53271,9
0000000281,1,0.005359877488514548,2612,53265,18
0000000282,1,0.0,1507,53264,8
0000000283,1,0.007042253521126761,568,53261,3
0000000284,1,0.0,1503,53260,8
0000000285,1,0.0030592734225621415,2615,53268,20
0000000286,1,0.0013253810470510272,1509,53272,8
0000000287,1,0.007017543859649123,570,53272,2
0000000288,1,0.0013280212483399733,1506,53269,9
0000000289,1,0.0015325670498084292,2610,53263,24
0000000290,1,0.00132890365448505,1505,53266,8
0000000291,1,0.0035087719298245615,570,53266,1
0000000292,1,0.0013280212483399733,1506,53267,8
0000000293,1,7.645259938837921E-4,2616,53269,19
0000000294,1,0.005312084993359893,1506,53268,8
0000000295,1,0.0,571,53269,2
0000000296,1,0.0013253810470510272,1509,53271,11
0000000297,1,0.002297090352220521,2612,53265,20
0000000298,1,0.0,1506,53265,9
0000000299,1,0.0035211267605633804,568,53262,2
0000000300,1,0.0013253810470510272,1509,53268,7
0000000301,1,0.003827018752391887,2613,53266,19
0000000302,1,0.0026595744680851063,1504,53264,7
0000000303,1,0.0,571,53266,2
0000000304,1,0.0013280212483399733,1506,53266,10
0000000305,1,0.0015325670498084292,2610,53263,20
0000000306,1,0.00132890365448505,1505,53265,8
0000000307,1,0.0,567,53263,2
0000000308,1,0.005301524188204109,1509,53269,8
0000000309,1,0.0015313935681470138,2612,53265,23
0000000310,1,0.0013253810470510272,1509,53270,8
0000000311,1,0.0,568,53267,2
0000000312,1,0.0026578073089701,1505,53266,10
0000000313,1,0.0030592734225621415,2615,53268,23
0000000314,1,0.0,1504,53266,8
0000000315,1,0.0,570,53268,2
0000000316,1,0.009296148738379814,1506,53268,11
0000000317,1,0.005355776587605203,2614,53267,23
0000000318,1,0.0013236267372600927,1511,53271,7
0000000319,1,0.007029876977152899,569,53270,3
0000000320,1,0.0,891,53266,3
0000000321,1,0.0013280212483399733,1506,53266,9
0000000322,1,0.003992015968063872,1503,53263,7
0000000323,1,0.002707406691162251,15513,53304,1481
0000000324,1,0.003986710963455149,1505,53302,8
0000000325,1,9.36893528742555E-4,14943,53302,845
0000000326,1,0.001326259946949602,1508,53305,9
0000000327,1,0.0018725339396776567,14953,53312,781
0000000328,1,0.0,1502,53309,8
0000000329,1,0.0022760744410228947,14938,53297,857
0000000330,1,0.0,1510,53302,8
0000000331,1,0.0013380611493945273,14947,53306,849
0000000332,1,0.00132890365448505,1505,53306,8
0000000333,1,0.002543847904672647,14938,53297,854
0000000334,1,0.0,1502,53296,8
0000000335,1,0.0012040133779264214,14950,53309,845
0000000336,1,0.0,1504,53310,9
0000000337,1,0.002540276756467678,14959,53318,782
0000000338,1,0.0039946737683089215,1502,53316,54
0000000339,1,0.0017386652400695466,14954,53313,763
0000000340,1,0.0,1507,53312,8
0000000341,1,0.001204174471501204,14948,53307,821
0000000342,1,0.0026472534745201853,1511,53313,8
0000000343,1,0.0017379679144385028,14960,53319,851
0000000344,1,0.0013315579227696406,1502,53312,9
0000000345,1,0.001604385319874323,14959,53318,845
0000000346,1,0.0013227513227513227,1512,53320,9
0000000347,1,0.0017362270450751252,14975,53334,967
0000000348,1,0.006640106241699867,1506,53332,8
0000000349
