Starting Experiment with Threshold 0.001
Optimisation 1
Stopping on first fine-grained match below threshold
Filename, Fine-grained tries, Measure, Buffer size (bytes), Heap size (bytes), time taken (ms)
0000000218,1,0.002898550724637681,1380,1045182,10
0000000219,1,0.0,1381,1045181,10
0000000220,1,0.0,1377,1045218,10
0000000221,1,0.0,1376,1045179,10
0000000222,1,0.0,1377,1045180,9
0000000223,1,0.0029133284777858705,1373,1045174,10
0000000224,1,0.004347826086956522,1380,1045184,10
0000000225,1,0.0,1376,1045174,10
0000000226,1,0.0,1374,1045174,15
0000000227,1,0.002898550724637681,1380,1045178,11
0000000228,1,0.0014577259475218659,1372,1045222,10
0000000229,1,0.0014503263234227702,1379,1045181,16
0000000230,1,0.0014566642388929353,1373,1045173,15
0000000231,1,0.0,1380,1045180,11
0000000232,1,0.0,1379,1045182,11
0000000233,1,0.001447178002894356,1382,1045185,10
0000000234,1,0.0,1379,1045179,11
0000000235,1,0.00727802037845706,1374,1045187,9
0000000236,1,0.0014566642388929353,1373,1045175,11
0000000237,1,0.0014534883720930232,1376,1045180,11
0000000238,1,0.0,1378,1045179,10
0000000239,1,0.0029069767441860465,1376,1045206,9
0000000240,1,0.0,1381,1045216,11
0000000241,1,0.0,1378,1045208,11
0000000242,1,0.0,1372,1045228,9
0000000243,1,0.0,1374,1045234,10
0000000244,1,0.0029069767441860465,1376,1045234,14
0000000245,1,0.0,1374,1045259,14
0000000246,1,0.0,1374,1045255,11
0000000247,1,0.001455604075691412,1374,1045258,10
0000000248,1,0.0,1374,1045262,11
0000000249,1,0.0014545454545454545,1375,1045259,10
0000000250,1,0.0,1381,1045269,10
0000000251,1,0.0,1379,1045266,9
0000000252,1,0.0014524328249818446,1377,1045266,9
0000000253,1,0.0014566642388929353,1373,1045256,10
0000000254,1,0.0028922631959508315,1383,1045270,9
0000000255,1,0.0,1379,1045265,11
0000000256,1,0.0,1375,1045291,9
0000000257,1,0.0,1376,1045297,10
0000000258,1,0.0014524328249818446,1377,1045289,10
0000000259,1,0.0014503263234227702,1379,1045291,11
0000000260,1,0.0029133284777858705,1373,1045317,10
0000000261,1,0.0014577259475218659,1372,1045314,9
0000000262,1,0.002904865649963689,1377,1045321,10
0000000263,1,0.0,1380,1045209,15
0000000264,1,0.002909090909090909,1375,1045203,12
0000000265,1,0.0,1378,1045204,11
0000000266,1,0.007272727272727273,1375,1045204,10
0000000267,1,0.0014545454545454545,1375,1045202,10
0000000268,1,0.0,1381,1045206,10
0000000269,1,0.0,1377,1045210,15
0000000270,1,0.001451378809869376,1378,1045206,12
0000000271,1,0.0038461538461538464,1040,1045213,7
0000000272,1,0.0021868545741708175,16462,1045261,1334
0000000273,1,0.0015789154065707172,16467,1045267,1146
0000000274,1,0.0014595876664842181,16443,1045272,1091
0000000275,1,0.00267379679144385,16456,1045344,1153
0000000276,1,0.003649191095973726,16442,1045329,1203
0000000277,1,0.0018232648596086059,16454,1045370,1092
0000000278,1,0.001949317738791423,16416,1045338,1650
0000000279,1,0.00473260766682442,2113,1045288,17
0000000280,1,0.0,110,1045236,3
0000000281,1,0.0016383370878558263,4883,1045258,73
0000000282,1,0.004166666666666667,480,1045266,9
0000000283,1,0.006006006006006006,333,1045265,10
0000000284,1,0.25,4,1045270,2
0000000285,1,0.049019607843137254,204,1045358,12
0000000286,1,0.0,1,1045358,2
0000000287,1,0.0,16,1045358,12
0000000288,1,0.0,40,1045377,14
0000000289,1,0.00463082068433239,3887,1045396,45
0000000290,1,0.0019833071646971324,12101,1045411,516
0000000291,1,0.0030646644192460926,9789,1045427,366
0000000292,1,0.0027001485081679494,7407,1045447,151
0000000293,1,0.0,1,1045301,2
0000000294,1,0.0,16,1045277,8
0000000295,1,0.0013366547177835835,16459,1045510,982
0000000296,1,0.0014577259475218659,16464,1045607,1095
0000000297,1,0.004711425206124852,849,1045692,7
0000000298,1,0.1111111111111111,9,1045603,2
0000000299,1,0.002553036289587259,16451,1045593,1072
0000000300,1,0.0019431624969638087,16468,1045638,1193
0000000301,1,0.0019425726947125599,16473,1045627,979
0000000302,1,0.0041841004184100415,956,1045679,8
0000000303,1,0.0,389,1045318,9
0000000304,1,0.0,140,1045659,12
0000000305,1,0.0,9,1045640,12
0000000306,1,0.0019457618873890308,16446,1045579,1115
0000000307,1,0.002066115702479339,16456,1045651,997
0000000308,1,0.002671361787383887,16471,1045737,1067
0000000309,1,0.0015610586816149862,14093,1045606,723
0000000310,1,0.0020658646251063314,16458,1045618,1001
0000000311,1,0.0025019902194927785,8793,1045669,301
0000000312,1,0.0014592326868121846,16447,1045621,1021
0000000313,1,0.0015803549720398735,16452,1045626,1100
0000000314,1,7.41839762611276E-4,5392,1045723,143
0000000315,1,0.0,598,1045659,6
0000000316,1,0.0027851920622026225,8617,1045688,378
0000000317,1,0.0012371452872496714,12933,1045782,657
0000000318,1,0.0,82,1045085,16
0000000319,1,9.576250897773521E-4,4177,1045124,65
0000000320,1,0.0,482,1045108,13
0000000321,1,0.0,301,1045114,17
0000000322,1,0.25,4,1045106,3
0000000323,1,0.0,389,1045384,11
0000000324,1,0.0010140959334753068,9861,1045788,365
0000000325,1,0.04878048780487805,82,303196,4
0000000326,1,9.576250897773521E-4,4177,303215,53
0000000327,1,0.0,482,303203,4
0000000328,1,0.0,301,303202,4
0000000329,1,0.25,4,303201,5
0000000330,1,0.0,202,1045091,13
0000000331,1,0.0,1,1045094,2
0000000332,1,0.0,16,1045128,12
0000000333,1,0.21621621621621623,37,1045127,12
0000000334,1,0.0169971671388102,353,1045128,12
0000000335,1,0.0,202,303209,7
0000000336,1,0.0,1,303208,2
0000000337,1,0.0,16,303207,3
0000000338,1,6.325110689437065E-4,3162,1045802,44
0000000339,1,0.0,1711,1045803,13
0000000340,1,0.0015813161415886145,16442,1045791,1013
0000000341,1,0.0021888490302182768,16447,1045796,1010
0000000342,1,0.0023097495745198152,16452,1045801,933
0000000343,1,0.0021875189888801118,16457,1045806,1057
0000000344,1,0.001702127659574468,16450,1045799,1260
0000000345,1,0.002552260573650948,16456,1045822,1031
0000000346,1,0.001785873738726672,11199,1045825,505
0000000347,1,0.0,709,1045580,10
0000000348,1,0.3333333333333333,9,1045574,3
0000000349,1,0.0023090478215956737,16457,1045857,1037
0000000350,1,0.001459321415541773,16446,1045862,999
0000000351,1,0.0017019207391198638,16452,1045869,1032
0000000352,1,0.0014601204599379448,16437,1045853,993
0000000353,1,0.0015857284440039642,5045,1045858,134
0000000354,1,0.0021712158808933004,6448,1045866,121
0000000355,1,0.002553657201921323,16447,1045874,933
0000000356,1,0.003887269193391642,5145,1045899,76
0000000357,1,0.00206548812344329,16461,1045892,986
0000000358,1,0.006600660066006601,4242,1045893,55
0000000359,1,0.002673471867784664,16458,1045887,980
0000000360,1,0.0023101708310535596,16449,1045881,972
0000000361,1,0.0012152883271556176,16457,1045883,1065
0000000362,1,0.001822489520685256,16461,1045885,1038
0000000363,1,0.002553812477198103,16446,1045868,1041
0000000364,1,0.0019418654044541538,16479,1045899,1061
0000000365,1,0.0025745548165629693,9322,1045878,311
0000000366,1,0.004250151791135397,6588,1045871,163
0000000367,1,0.001700473703388801,16466,1045881,944
0000000368,1,0.0023061051098434275,16478,1045893,1009
0000000369,1,0.0017011969135427426,16459,1045870,992
0000000370,1,0.0014592326868121846,16447,1045854,1015
0000000371,1,0.0023086269744835965,16460,1045868,1014
0000000372,1,0.0022253129346314327,7190,1045854,145
0000000373,1,0.0018226002430133657,16460,1045861,956
0000000374,1,0.0018222681163821903,16463,1045863,1050
0000000375,1,0.0017019207391198638,16452,1045853,1102
0000000376,1,0.0019437526574743365,16463,1045863,1009
0000000377,1,0.001459321415541773,16446,1045845,994
0000000378,1,0.0026746094462342714,16451,1045849,1160
0000000379,1,0.0016993384718091886,16477,1045875,973
0000000380,1,0.002553036289587259,16451,1045846,993
0000000381,1,0.004314994606256742,927,1045848,7
0000000382,1,0.002430133657351154,9876,1045846,420
0000000383,1,0.005484818805093046,5105,1045837,76
0000000384,1,0.0020659901561645502,16457,1045851,1052
0000000385,1,0.00851063829787234,1410,1045850,10
0000000386,1,0.0028188865398167725,5676,1045854,97
0000000387,1,0.0021327645961077045,3751,1045855,50
0000000388,1,0.002602754581932545,9221,1045862,291
0000000389,1,0.0017873100983020554,6714,1045863,215
0000000390,1,0.001996007984031936,3006,1045858,31
0000000391,1,0.001594896331738437,6270,1045861,138
0000000392,1,0.002308767239808008,16459,1045866,913
0000000393,1,0.002308907522177664,16458,1045867,985
0000000394,1,0.0036613272311212816,2185,1045862,20
0000000395,1,0.0,1233,1045578,12
0000000396,1,0.3333333333333333,9,1045578,5
0000000397,1,0.0,1231,1045578,13
0000000398,1,0.1111111111111111,9,1045578,4
0000000399,1,0.0,1234,1045578,12
0000000400,1,0.3333333333333333,9,1045578,3
0000000401,1,0.0,1225,1045580,12
0000000402,1,0.3333333333333333,9,1045580,2
0000000403,1,0.0,1235,1045581,13
0000000404,1,0.3333333333333333,9,1045581,2
0000000405,1,0.0,399,1045580,8
0000000406,1,0.2222222222222222,9,1045579,3
0000000407,1,0.0019448158502491796,16454,1045863,918
0000000408,1,0.0,108,762581,9
0000000409,1,7.905138339920949E-4,5060,762605,135
0000000410,1,0.0,481,762583,9
0000000411,1,0.0,333,762581,8
0000000412,1,0.25,4,762581,3
0000000413,1,0.0,1239,1045578,12
0000000414,1,0.0,9,1045579,3
0000000415,1,0.0,1224,1045578,13
0000000416,1,0.2222222222222222,9,1045579,2
0000000417,1,9.98502246630055E-4,2003,1045583,21
0000000418,1,0.3333333333333333,9,1045583,2
0000000419,1,0.0018249285236328244,16439,1045883,978
0000000420,1,9.725261366399222E-4,16452,1045897,968
0000000421,1,0.0021868545741708175,16462,1045907,1027
0000000422,1,0.0025950855567269484,12331,1045900,572
0000000423,1,0.0,17,1045405,3
0000000424,1,0.0,17,1045405,4
0000000425,1,0.001701817297757248,16453,1045897,1033
0000000426,1,0.0018229324907334265,16457,1045902,1082
0000000427,1,0.00267379679144385,15708,1045901,1001
0000000428,1,0.0,909,1045585,11
0000000429,1,0.2222222222222222,9,1045585,5
0000000430,1,0.0,1,869206,2
0000000431,1,0.0,16,869218,9
0000000432,1,0.0,531,869226,10
0000000433,1,0.0014827995255041518,13488,1045926,692
0000000434,1,0.002185792349726776,16470,1045934,995
0000000435,1,0.0026772132643748097,16435,1045899,999
0000000436,1,0.0015074429998115696,15921,1045976,926
0000000437,1,0.0019336515801559007,16549,1046013,1014
0000000438,1,0.0021851289833080424,16475,1045939,957
0000000439,1,0.0025480798398349815,16483,1045947,997
0000000440,1,0.002678354029705381,16428,1045892,1008
0000000441,1,0.0023090478215956737,16457,1045921,949
0000000442,1,0.002179440610243371,16518,1045982,1026
0000000443,1,0.002191247184856047,16429,1045893,961
0000000444,1,0.0015804510364111604,16451,1045915,999
0000000445,1,9.738283627510651E-4,16430,1045316,955
0000000446,1,0.0017022311386710438,16449,1045497,1001
0000000447,1,0.002413855530746485,16571,1045618,1018
0000000448,1,0.002149767108563239,16746,1045792,995
0000000449,1,0.001817741153659719,16504,1045550,1010
0000000450,1,0.002187917831530327,16454,1045337,1057
0000000451,1,0.0024324981756263684,16444,1045327,983
0000000452,1,0.0021891152325934937,16445,1045347,1022
0000000453,1,0.007196833393306945,2779,1045394,27
0000000454,1,0.002243829468960359,2674,664159,25
0000000455,1,0.0,497,1045588,9
0000000456,1,0.2222222222222222,9,1045591,4
0000000457,1,0.0,108,40965,2
0000000458,1,0.001619761085239927,4939,40992,72
0000000459,1,0.0,480,40966,1
0000000460,1,0.005988023952095809,334,40966,1
0000000461,1,0.0,4,40965,2
0000000462,1,8.699434536755111E-4,4598,1045621,100
0000000463,1,0.0,1379,1045350,18
0000000464,1,0.002902757619738752,1378,1045352,17
0000000465,1,0.0,1381,1045365,16
0000000466,1,0.001451378809869376,1378,1045395,19
0000000467,1,0.002894356005788712,1382,1045407,17
0000000468,1,0.0014534883720930232,1376,1045423,18
0000000469,1,0.002911208151382824,1374,1045424,17
0000000470,1,0.0,1372,1045426,16
0000000471,1,0.0,1376,1045427,16
0000000472,1,0.0,1376,1045436,17
0000000473,1,0.0,1381,1045444,22
0000000474,1,0.004363636363636364,1375,1045450,19
0000000475,1,0.0,391,1045451,12
0000000476,1,0.0,552,1045588,10
0000000477,1,0.2222222222222222,9,1045588,6
0000000478,1,0.0,17,1045041,9
0000000479,1,0.0,17,1045397,11
0000000480,1,0.0,17,1045218,9
0000000481,1,0.0,709,1045590,10
0000000482,1,0.3333333333333333,9,1045590,4
0000000483,1,0.0,140,1045572,14
0000000484,1,0.1111111111111111,9,1045583,4
0000000485,1,0.0,1736,1045556,13
0000000486,1,0.004357298474945534,1377,1045360,18
0000000487,1,0.0,1373,1045357,19
0000000488,1,0.005801305293691081,1379,1045365,19
0000000489,1,0.0,1380,1045371,17
0000000490,1,0.001448225923244026,1381,1045368,18
0000000491,1,0.002898550724637681,1380,1045373,31
0000000492,1,0.0,1379,1045371,16
0000000493,1,0.0014534883720930232,1376,1045364,16
0000000494,1,0.0014524328249818446,1377,1045363,19
0000000495,1,0.0,1379,1045365,17
0000000496,1,0.0014566642388929353,1373,1045365,17
0000000497,1,0.002902757619738752,1378,1045368,16
0000000498,1,0.0,1159,1045370,15
0000000499,1,0.0,1,90149,1
0000000500,1,0.375,16,90149,2
0000000501,1,0.0,463,90160,2
0000000502,1,0.0,108,1045580,6
0000000503,1,0.0016433853738701725,4868,1045620,71
0000000504,1,0.004140786749482402,483,1045632,8
0000000505,1,0.0,335,1045699,6
0000000506,1,0.5,4,1045701,2
0000000507,1,0.0,140,1045698,12
0000000508,1,0.3333333333333333,9,1045692,2
0000000509,1,0.0,940,1045590,10
0000000510,1,0.3333333333333333,9,1045590,3
0000000511,1,0.0,140,1045669,13
0000000512,1,0.3333333333333333,9,1045669,2
0000000513,1,0.0,124,1045655,7
0000000514,1,0.005805515239477504,1378,1045295,19
0000000515,1,0.0,1378,1045272,17
0000000516,1,0.011602610587382161,1379,1045274,17
0000000517,1,0.0,1375,1045272,20
0000000518,1,0.002909090909090909,1375,1045266,16
0000000519,1,0.007267441860465116,1376,1045270,17
0000000520,1,0.0014545454545454545,1375,1045268,19
0000000521,1,0.0,1377,1045270,17
0000000522,1,0.0029133284777858705,1373,1045267,17
0000000523,1,0.0,1377,1045271,17
0000000524,1,0.005818181818181818,1375,1045268,15
0000000525,1,0.0,1374,1045270,21
0000000526,1,0.0,1379,1045272,21
0000000527,1,0.00436046511627907,1376,1045266,17
0000000528,1,0.0014524328249818446,1377,1045270,18
0000000529,1,0.0014524328249818446,1377,1045272,16
0000000530,1,0.0014545454545454545,1375,1045268,20
0000000531,1,0.0014545454545454545,1375,1045267,16
0000000532,1,0.00436046511627907,1376,1045269,17
0000000533,1,0.001455604075691412,1374,1045266,17
0000000534,1,0.0,1380,1045276,17
0000000535,1,0.0,1374,1045267,17
0000000536,1,0.0,1381,1045274,16
0000000537,1,0.0,1381,1045274,20
0000000538,1,0.0016806722689075631,1190,1045268,15
0000000539,1,0.0,115,1045692,6
0000000540,1,0.0,1,1045692,2
0000000541,1,0.75,16,1045706,7
0000000542,1,0.0,40,1045705,7
0000000543,1,0.0,166,1045705,11
0000000544,1,0.0,157,1045705,5
0000000545,1,0.1111111111111111,9,1045694,2
0000000546,1,0.0,17,1045222,9
0000000547,1,0.0,17,1045285,4
0000000548,1,0.0,140,1045695,13
0000000549,1,0.0,17,1045226,5
0000000550,1,0.0,190,1045696,5
0000000551,1,0.2222222222222222,9,1045696,3
0000000552,1,0.0,166,1045679,13
0000000553,1,0.0023103112840466926,16448,1045675,932
0000000554,1,0.0019451705063521973,16451,1045678,979
0000000555,1,0.0017171593278547774,8153,1045675,239
0000000556,1,0.0014509576320371445,6892,1045717,167
0000000557,1,0.0,108,812068,10
0000000558,1,0.0015810276679841897,5060,812116,110
0000000559,1,0.0,481,812124,10
0000000560,1,0.011976047904191617,334,885649,10
0000000561,1,0.25,4,885646,2
0000000562,1,0.0,567,1045754,6
0000000563,1,0.002675259925822338,16447,1045752,939
0000000564,1,0.001581700936853632,16438,1045715,994
0000000565,1,0.0027949933163203306,16458,1045735,962
0000000566,1,0.0014596764383894903,16442,1045719,999
0000000567,1,0.002432350258437215,16445,1045722,1013
0000000568,1,0.002067623449282413,16444,1045721,1000
0000000569,1,0.002674772036474164,16450,1045727,1018
0000000570,1,0.0023121387283236996,16435,1045712,1173
0000000571,1,0.0018233756761684798,16453,1045730,1210
0000000572,1,0.00267379679144385,16456,1045733,969
0000000573,1,9.306654257794323E-4,6447,1045735,171
0000000574,1,0.0023103112840466926,16448,1045711,975
0000000575,1,0.001701610452749924,16455,1045718,956
0000000576,1,0.0017020241930581729,16451,1045714,1000
0000000577,1,0.002066492432990944,16453,1045716,969
0000000578,1,0.002066241264053479,16455,1045718,1144
0000000579,1,0.002310030395136778,16450,1045713,1022
0000000580,1,6.007810153199159E-4,3329,1045705,91
0000000581,1,5.458515283842794E-4,3664,1045705,41
0000000582,1,0.46153846153846156,13,1045706,10
0000000583,1,0.0,166,1045707,12
0000000584,1,6.033182503770739E-4,3315,1045694,34
0000000585,1,0.0,166,1045724,13
0000000586,1,0.0,1,1045753,2
0000000587,1,0.125,16,1045764,14
0000000588,1,0.002188050811402176,16453,1045749,1004
0000000589,1,0.0012207527975584944,9830,1045736,329
0000000590,1,0.0026762362386716135,16441,1045735,946
0000000591,1,0.002554278416347382,8613,1045735,256
0000000592,1,0.0,974,1045736,7
0000000593,1,7.123775601068567E-4,5615,1045737,128
0000000594,1,0.0,80,516582,3
0000000595,1,0.0016240357287860333,4926,516610,70
0000000596,1,0.012448132780082987,482,516585,4
0000000597,1,0.0,334,516589,2
0000000598,1,0.25,4,516582,2
0000000599,1,0.0,108,348372,2
0000000600,1,0.0015810276679841897,5060,348421,74
