Starting Experiment with Threshold 0.1
Stopping on first fine-grained match below threshold
Buffers sized less than 10 are discarded
Filename, Fine-grained tries, Coarse-grained Measure, Fine-grained Measure, offset, Buffer size (bytes), Heap size (bytes), time taken (ms)
0000008301,0,,,,1429,18497677,196
0000008300,0,,,,90,18497677,193
0000008299,,,,,17,18497677,0
0000008298,0,,,,210,18497677,206
0000008297,0,,,,1416,18497677,206
0000008296,0,,,,1411,18497677,202
0000008295,0,,,,1412,18497677,196
0000008294,0,,,,1414,18497677,198
0000008293,0,,,,1412,18497677,207
0000008292,0,,,,1410,18497677,205
0000008291,0,,,,1412,18497677,196
0000008290,0,,,,1412,18497677,196
0000008289,0,,,,1414,18497677,207
0000008288,0,,,,1411,18497677,193
0000008287,0,,,,1415,18497677,202
0000008286,0,,,,344,18497677,195
0000008285,,,,,9,18497677,0
0000008284,0,,,,40,18497677,199
0000008283,0,,,,499,18497677,216
0000008282,0,,,,51,18497677,210
0000008281,0,,,,128,18497677,201
0000008280,,,,,18,18497677,0
0000008279,0,,,,695,18497677,204
0000008278,0,,,,1408,18497677,205
0000008277,0,,,,1408,18497677,197
0000008276,0,,,,1408,18497677,199
0000008275,0,,,,82,18497677,199
0000008274,,,,,17,18497677,0
0000008273,,,,,9,18497677,0
0000008272,0,,,,1113,18497677,198
0000008271,0,,,,1440,18497677,210
0000008270,0,,,,1439,18497677,200
0000008269,0,,,,1440,18497677,204
0000008268,0,,,,1441,18497677,195
0000008267,0,,,,1447,18497677,200
0000008266,0,,,,1449,18497677,196
0000008265,0,,,,1448,18497677,198
0000008264,0,,,,1445,18497677,201
0000008263,0,,,,1451,18497677,222
0000008262,0,,,,438,18497677,205
0000008261,,,,,9,18497677,0
0000008260,0,,,,40,18497677,196
0000008259,0,,,,497,18497677,196
0000008258,0,,,,11168,18497677,193
0000008257,0,,,,16437,18497677,199
0000008256,,,,,18,18497677,0
0000008255,0,,,,16482,18497677,196
0000008254,0,,,,16533,18497677,200
0000008253,,,,,18,18497677,0
0000008252,0,,,,16482,18497677,201
0000008251,0,,,,16451,18497677,198
0000008250,,,,,18,18497677,0
0000008249,0,,,,16461,18497677,196
0000008248,0,,,,16460,18497677,202
0000008247,,,,,18,18497677,0
0000008246,0,,,,16448,18497677,200
0000008245,0,,,,16453,18497677,195
0000008244,,,,,18,18497677,0
0000008243,0,,,,16458,18497677,197
0000008242,0,,,,16447,18497677,196
0000008241,,,,,18,18497677,0
0000008240,0,,,,16434,18497677,208
0000008239,0,,,,16442,18497677,212
0000008238,,,,,18,18497677,0
0000008237,0,,,,16438,18497677,213
0000008236,0,,,,16428,18497677,200
0000008235,,,,,18,18497677,0
0000008234,0,,,,16451,18497677,196
0000008233,0,,,,16425,18497677,195
0000008232,,,,,18,18497677,0
0000008231,0,,,,16453,18497677,204
0000008230,0,,,,16435,18497677,214
0000008229,,,,,18,18497677,0
0000008228,0,,,,16427,18497677,199
0000008227,0,,,,16440,18497677,193
0000008226,,,,,18,18497677,0
0000008225,0,,,,16426,18497677,204
0000008224,0,,,,16426,18497677,197
0000008223,,,,,18,18497677,0
0000008222,0,,,,16430,18497677,193
0000008221,0,,,,16441,18497677,195
0000008220,,,,,18,18497677,0
0000008219,0,,,,16445,18497677,202
0000008218,0,,,,16445,18497677,201
0000008217,,,,,18,18497677,0
0000008216,0,,,,16443,18497677,206
0000008215,0,,,,16442,18497677,202
0000008214,,,,,18,18497677,0
0000008213,0,,,,16427,18497677,202
0000008212,0,,,,16432,18497677,197
0000008211,,,,,18,18497677,0
0000008210,0,,,,16447,18497677,200
0000008209,0,,,,16447,18497677,221
0000008208,,,,,18,18497677,0
0000008207,0,,,,16426,18497677,213
0000008206,0,,,,16449,18497677,207
0000008205,,,,,19,18497677,0
0000008204,0,,,,16427,18497677,201
0000008203,0,,,,16428,18497677,209
0000008202,,,,,18,18497677,0
0000008201,0,,,,16442,18497677,219
0000008200,0,,,,16445,18497677,218
0000008199,,,,,18,18497677,0
0000008198,0,,,,16441,18497677,226
0000008197,0,,,,16442,18497677,215
0000008196,,,,,18,18497677,0
0000008195,0,,,,16434,18497677,209
0000008194,0,,,,16384,18497677,209
0000008193,,,,,18,18497677,0
0000008192,0,,,,16384,18497677,210
0000008191,0,,,,16384,18497677,212
0000008190,,,,,18,18497677,0
0000008189,0,,,,16384,18497677,197
0000008188,0,,,,16384,18497677,209
0000008187,,,,,18,18497677,0
0000008186,0,,,,16408,18497677,234
0000008185,0,,,,16446,18497677,224
0000008184,,,,,18,18497677,0
0000008183,0,,,,16441,18497677,210
0000008182,0,,,,16463,18497677,206
0000008181,,,,,18,18497677,0
0000008180,0,,,,16433,18497677,237
0000008179,0,,,,16428,18497677,207
0000008178,,,,,18,18497677,0
0000008177,0,,,,16445,18497677,204
0000008176,0,,,,16453,18497677,204
0000008175,,,,,18,18497677,0
0000008174,0,,,,16438,18497677,197
0000008173,0,,,,16431,18497677,202
0000008172,,,,,18,18497677,0
0000008171,0,,,,16424,18497677,237
0000008170,0,,,,16414,18497677,207
0000008169,,,,,18,18497677,0
0000008168,0,,,,16441,18497677,198
0000008167,0,,,,16421,18497677,198
0000008166,,,,,18,18497677,0
0000008165,0,,,,16427,18497677,216
0000008164,0,,,,16424,18497677,215
0000008163,,,,,18,18497677,0
0000008162,0,,,,16424,18497677,201
0000008161,0,,,,16441,18497677,197
0000008160,,,,,18,18497677,0
0000008159,0,,,,16449,18497677,198
0000008158,0,,,,16429,18497677,199
0000008157,,,,,18,18497677,0
0000008156,0,,,,16429,18497677,198
0000008155,0,,,,16436,18497677,218
0000008154,,,,,18,18497677,0
0000008153,0,,,,16436,18497677,199
0000008152,0,,,,16438,18497677,199
0000008151,,,,,18,18497677,0
0000008150,0,,,,16449,18497677,199
0000008149,0,,,,16426,18497677,199
0000008148,,,,,18,18497677,1
0000008147,0,,,,16423,18497677,202
0000008146,0,,,,16434,18497677,211
0000008145,,,,,18,18497677,0
0000008144,0,,,,16453,18497677,208
0000008143,0,,,,16437,18497677,214
0000008142,,,,,18,18497677,0
0000008141,0,,,,16441,18497677,210
0000008140,0,,,,16429,18497677,209
0000008139,,,,,18,18497677,0
0000008138,0,,,,16414,18497677,207
0000008137,0,,,,16444,18497677,205
0000008136,,,,,18,18497677,0
0000008135,0,,,,16441,18497677,204
0000008134,0,,,,16436,18497677,206
0000008133,,,,,18,18497677,0
0000008132,0,,,,16426,18497677,200
0000008131,0,,,,16422,18497677,206
0000008130,,,,,18,18497677,0
0000008129,0,,,,16438,18497677,198
0000008128,0,,,,16449,18497677,204
0000008127,,,,,18,18497677,0
0000008126,0,,,,16424,18497677,239
0000008125,0,,,,16436,18497677,210
0000008124,,,,,18,18497677,0
0000008123,0,,,,16434,18497677,209
0000008122,0,,,,16439,18497677,210
0000008121,,,,,18,18497677,0
0000008120,0,,,,16453,18497677,205
0000008119,0,,,,16453,18497677,207
0000008118,,,,,18,18497677,0
0000008117,0,,,,16442,18497677,199
0000008116,0,,,,16470,18497677,195
0000008115,,,,,18,18497677,0
0000008114,0,,,,16445,18497677,197
0000008113,0,,,,16431,18497677,200
0000008112,,,,,18,18497677,0
0000008111,0,,,,16439,18497677,200
0000008110,0,,,,16439,18497677,207
0000008109,,,,,18,18497677,0
0000008108,0,,,,16444,18497677,202
0000008107,0,,,,16466,18497677,200
0000008106,,,,,18,18497677,0
0000008105,0,,,,16438,18497677,207
0000008104,0,,,,16442,18497677,205
0000008103,,,,,18,18497677,0
0000008102,0,,,,16439,18497677,203
0000008101,0,,,,16445,18497677,200
0000008100,,,,,18,18497677,0
0000008099,0,,,,16437,18497677,211
0000008098,0,,,,16440,18497677,203
0000008097,,,,,18,18497677,0
0000008096,0,,,,16441,18497677,198
0000008095,0,,,,16425,18497677,198
0000008094,,,,,18,18497677,0
0000008093,0,,,,16425,18497677,208
0000008092,0,,,,16433,18497677,219
0000008091,,,,,18,18497677,0
0000008090,0,,,,16435,18497677,231
0000008089,0,,,,16440,18497677,216
0000008088,,,,,18,18497677,0
0000008087,0,,,,16445,18497677,211
0000008086,0,,,,16419,18497677,195
0000008085,,,,,18,18497677,0
0000008084,0,,,,16438,18497677,201
0000008083,0,,,,16430,18497677,195
0000008082,,,,,18,18497677,0
0000008081,0,,,,16435,18497677,195
0000008080,0,,,,16432,18497677,198
0000008079,,,,,18,18497677,0
0000008078,0,,,,16424,18497677,205
0000008077,0,,,,16430,18497677,209
0000008076,,,,,18,18497677,0
0000008075,0,,,,16439,18497677,200
0000008074,0,,,,16429,18497677,201
0000008073,,,,,18,18497677,0
0000008072,0,,,,16447,18497677,199
0000008071,0,,,,16429,18497677,202
0000008070,,,,,18,18497677,0
0000008069,0,,,,16428,18497677,208
0000008068,0,,,,16430,18497677,198
0000008067,,,,,18,18497677,0
0000008066,0,,,,16433,18497677,198
0000008065,0,,,,16433,18497677,202
0000008064,,,,,19,18497677,0
0000008063,0,,,,16427,18497677,199
0000008062,0,,,,16427,18497677,231
0000008061,,,,,18,18497677,0
0000008060,0,,,,16423,18497677,210
0000008059,0,,,,16429,18497677,206
0000008058,,,,,18,18497677,0
0000008057,0,,,,16426,18497677,228
0000008056,0,,,,16444,18497677,204
0000008055,,,,,18,18497677,0
0000008054,0,,,,16435,18497677,196
0000008053,0,,,,16430,18497677,213
0000008052,,,,,18,18497677,0
0000008051,0,,,,16429,18497677,215
0000008050,0,,,,16430,18497677,210
0000008049,,,,,18,18497677,0
0000008048,0,,,,16427,18497677,212
0000008047,0,,,,16441,18497677,199
0000008046,,,,,18,18497677,0
0000008045,0,,,,16441,18497677,198
0000008044,0,,,,16437,18497677,209
0000008043,,,,,18,18497677,0
0000008042,0,,,,16442,18497677,212
0000008041,0,,,,16473,18497677,197
0000008040,,,,,19,18497677,0
0000008039,0,,,,16411,18497677,202
0000008038,0,,,,16457,18497677,197
0000008037,,,,,18,18497677,0
0000008036,0,,,,16444,18497677,206
0000008035,0,,,,16433,18497677,201
0000008034,,,,,18,18497677,0
0000008033,0,,,,16424,18497677,202
0000008032,0,,,,16452,18497677,226
0000008031,,,,,18,18497677,0
0000008030,0,,,,16431,18497677,218
0000008029,0,,,,16445,18497677,224
0000008028,,,,,18,18497677,0
0000008027,0,,,,16437,18497677,209
0000008026,0,,,,16429,18497677,200
0000008025,,,,,18,18497677,0
0000008024,0,,,,16439,18497677,259
0000008023,0,,,,16447,18497677,252
0000008022,,,,,18,18497677,0
0000008021,0,,,,16448,18497677,211
0000008020,0,,,,16449,18497677,204
0000008019,,,,,18,18497677,0
0000008018,0,,,,16464,18497677,205
0000008017,0,,,,16450,18497677,201
0000008016,,,,,18,18497677,0
0000008015,0,,,,16458,18497677,202
0000008014,0,,,,16462,18497677,200
0000008013,,,,,18,18497677,0
0000008012,0,,,,16458,18497677,197
0000008011,0,,,,16452,18497677,195
0000008010,,,,,18,18497677,0
0000008009,0,,,,16451,18497677,199
0000008008,0,,,,16447,18497677,223
0000008007,,,,,18,18497677,0
0000008006,0,,,,16440,18497677,208
0000008005,0,,,,16446,18497677,196
0000008004,,,,,18,18497677,0
0000008003,0,,,,16416,18497677,196
0000008002,0,,,,16434,18497677,208
0000008001,,,,,18,18497677,0
0000008000,0,,,,16441,18497677,196
0000007999,0,,,,16446,18497677,195
0000007998,,,,,18,18497677,0
0000007997,0,,,,16432,18497677,200
0000007996,0,,,,16434,18497677,198
0000007995,,,,,18,18497677,0
0000007994,0,,,,16447,18497677,198
0000007993,0,,,,16439,18497677,198
0000007992,,,,,18,18497677,0
0000007991,0,,,,16435,18497677,194
0000007990,0,,,,16421,18497677,197
0000007989,,,,,18,18497677,1
0000007988,0,,,,16439,18497677,197
0000007987,0,,,,16433,18497677,195
0000007986,,,,,19,18497677,0
0000007985,0,,,,16438,18497677,205
0000007984,0,,,,16461,18497677,197
0000007983,,,,,18,18497677,0
0000007982,0,,,,16424,18497677,196
0000007981,0,,,,16454,18497677,195
0000007980,,,,,18,18497677,0
0000007979,0,,,,16437,18497677,210
0000007978,0,,,,16452,18497677,214
0000007977,,,,,18,18497677,0
0000007976,0,,,,16451,18497677,196
0000007975,0,,,,16384,18497677,200
0000007974,,,,,18,18497677,0
0000007973,0,,,,16384,18497677,250
0000007972,0,,,,16384,18497677,221
0000007971,,,,,18,18497677,0
0000007970,0,,,,16384,18497677,210
0000007969,0,,,,16384,18497677,224
0000007968,,,,,18,18497677,0
0000007967,0,,,,16384,18497677,207
0000007966,0,,,,16384,18497677,219
0000007965,,,,,18,18497677,0
0000007964,0,,,,16384,18497677,216
0000007963,0,,,,16384,18497677,203
0000007962,,,,,18,18497677,0
0000007961,0,,,,16384,18497677,197
0000007960,0,,,,16384,18497677,200
0000007959,,,,,18,18497677,0
0000007958,0,,,,16384,18497677,215
0000007957,0,,,,16384,18497677,221
0000007956,,,,,18,18497677,0
0000007955,0,,,,16384,18497677,212
0000007954,0,,,,16384,18497677,197
0000007953,,,,,18,18497677,0
0000007952,0,,,,16384,18497677,197
0000007951,0,,,,16384,18497677,196
0000007950,,,,,18,18497677,0
0000007949,0,,,,16384,18497677,204
0000007948,0,,,,16384,18497677,220
0000007947,,,,,18,18497677,0
0000007946,0,,,,16384,18497677,219
0000007945,0,,,,16384,18497677,198
0000007944,,,,,18,18497677,0
0000007943,0,,,,16384,18497677,204
0000007942,0,,,,16384,18497677,199
0000007941,,,,,18,18497677,1
0000007940,0,,,,16384,18497677,214
0000007939,0,,,,16384,18497677,212
0000007938,,,,,18,18497677,0
0000007937,0,,,,16384,18497677,211
0000007936,0,,,,16473,18497677,242
0000007935,,,,,18,18497677,0
0000007934,0,,,,16449,18497677,212
0000007933,0,,,,16452,18497677,210
0000007932,,,,,18,18497677,0
0000007931,0,,,,16461,18497677,198
0000007930,0,,,,16453,18497677,201
0000007929,,,,,17,18497677,0
0000007928,0,,,,4131,18497677,229
0000007927,,,,,18,18497677,0
0000007926,0,,,,16387,18497677,205
0000007925,0,,,,16384,18497677,249
0000007924,,,,,18,18497677,0
0000007923,0,,,,16384,18497677,220
0000007922,0,,,,16384,18497677,222
0000007921,,,,,18,18497677,0
0000007920,0,,,,16384,18497677,213
0000007919,0,,,,16384,18497677,271
0000007918,,,,,18,18497677,0
0000007917,0,,,,16384,18497677,291
0000007916,0,,,,16384,18497677,216
0000007915,,,,,18,18497677,0
0000007914,0,,,,16384,18497677,211
0000007913,0,,,,16384,18497677,258
0000007912,,,,,18,18497677,0
0000007911,0,,,,16384,18497677,218
0000007910,0,,,,16384,18497677,209
0000007909,,,,,18,18497677,0
0000007908,0,,,,16384,18497677,210
0000007907,0,,,,16384,18497677,201
0000007906,,,,,18,18497677,0
0000007905,0,,,,16384,18497677,241
0000007904,0,,,,16384,18497677,210
0000007903,,,,,18,18497677,0
0000007902,0,,,,16384,18497677,205
0000007901,0,,,,16384,18497677,236
0000007900,,,,,18,18497677,1
0000007899,0,,,,16477,18497677,209
0000007898,0,,,,16460,18497677,210
0000007897,,,,,18,18497677,0
0000007896,0,,,,16461,18497677,210
0000007895,0,,,,16463,18497677,203
0000007894,,,,,18,18497677,0
0000007893,0,,,,16488,18497677,195
0000007892,0,,,,16464,18497677,212
0000007891,,,,,18,18497677,0
0000007890,0,,,,16441,18497677,214
0000007889,0,,,,16460,18497677,200
0000007888,,,,,18,18497677,0
0000007887,0,,,,16474,18497677,211
0000007886,0,,,,16453,18497677,204
0000007885,,,,,18,18497677,0
0000007884,0,,,,16474,18497677,206
0000007883,0,,,,16468,18497677,216
0000007882,,,,,18,18497677,0
0000007881,0,,,,16447,18497677,216
0000007880,0,,,,16476,18497677,210
0000007879,,,,,18,18497677,0
0000007878,0,,,,16482,18497677,211
0000007877,0,,,,16416,18497677,209
0000007876,,,,,18,18497677,0
0000007875,0,,,,16466,18497677,203
0000007874,0,,,,16444,18497677,203
0000007873,,,,,18,18497677,0
0000007872,0,,,,16479,18497677,203
0000007871,0,,,,16479,18497677,208
0000007870,,,,,19,18497677,0
0000007869,0,,,,16457,18497677,203
0000007868,0,,,,16437,18497677,203
0000007867,,,,,18,18497677,1
0000007866,0,,,,16417,18497677,210
0000007865,0,,,,16447,18497677,214
0000007864,,,,,18,18497677,0
0000007863,0,,,,16431,18497677,210
0000007862,0,,,,16444,18497677,202
0000007861,,,,,18,18497677,0
0000007860,0,,,,16441,18497677,198
0000007859,0,,,,16421,18497677,206
0000007858,,,,,18,18497677,0
0000007857,0,,,,16474,18497677,200
0000007856,0,,,,16464,18497677,201
0000007855,,,,,18,18497677,0
0000007854,0,,,,16450,18497677,203
0000007853,0,,,,16420,18497677,205
0000007852,,,,,18,18497677,0
0000007851,0,,,,16459,18497677,215
0000007850,0,,,,16484,18497677,205
0000007849,,,,,18,18497677,0
0000007848,0,,,,16450,18497677,207
0000007847,0,,,,16461,18497677,205
0000007846,,,,,18,18497677,0
0000007845,0,,,,16499,18497677,203
0000007844,0,,,,16489,18497677,207
0000007843,,,,,18,18497677,0
0000007842,0,,,,16446,18497677,208
0000007841,0,,,,16435,18497677,202
0000007840,,,,,18,18497677,0
0000007839,0,,,,16479,18497677,210
0000007838,0,,,,16507,18497677,209
0000007837,,,,,18,18497677,0
0000007836,0,,,,16472,18497677,207
0000007835,0,,,,16521,18497677,208
0000007834,,,,,18,18497677,0
0000007833,0,,,,16455,18497677,203
0000007832,0,,,,16482,18497677,201
0000007831,,,,,19,18497677,0
0000007830,0,,,,16482,18497677,197
0000007829,0,,,,16459,18497677,198
0000007828,,,,,19,18497677,0
0000007827,0,,,,16506,18497677,221
0000007826,0,,,,16544,18497677,213
0000007825,,,,,19,18497677,0
0000007824,0,,,,16519,18497677,204
0000007823,0,,,,16469,18497677,197
0000007822,,,,,18,18497677,0
0000007821,0,,,,16495,18497677,219
0000007820,0,,,,16498,18497677,225
0000007819,,,,,18,18497677,0
0000007818,0,,,,16462,18497677,207
0000007817,0,,,,16467,18497677,208
0000007816,,,,,18,18497677,0
0000007815,0,,,,16518,18497677,207
0000007814,0,,,,16562,18497677,208
0000007813,,,,,18,18497677,0
0000007812,0,,,,16595,18497677,209
0000007811,0,,,,16458,18497677,209
0000007810,,,,,19,18497677,0
0000007809,0,,,,16504,18497677,208
0000007808,0,,,,16462,18497677,229
0000007807,,,,,18,18497677,0
0000007806,0,,,,16521,18497677,217
0000007805,0,,,,16581,18497677,207
0000007804,,,,,18,18497677,1
0000007803,0,,,,16568,18497677,208
0000007802,0,,,,16569,18497677,202
0000007801,,,,,18,18497677,0
0000007800,0,,,,16572,18497677,219
0000007799,0,,,,16518,18497677,209
0000007798,,,,,18,18497677,0
0000007797,0,,,,16484,18497677,207
0000007796,0,,,,16462,18497677,216
0000007795,,,,,18,18497677,0
0000007794,0,,,,16474,18497677,218
0000007793,0,,,,16494,18497677,203
0000007792,,,,,18,18497677,0
0000007791,0,,,,16472,18497677,207
0000007790,0,,,,16483,18497677,209
0000007789,,,,,18,18497677,0
0000007788,0,,,,16480,18497677,201
0000007787,0,,,,16474,18497677,206
0000007786,,,,,19,18497677,0
0000007785,0,,,,16544,18497677,214
0000007784,0,,,,16666,18497677,202
0000007783,,,,,18,18497677,0
0000007782,0,,,,16493,18497677,206
0000007781,0,,,,16566,18497677,207
0000007780,,,,,18,18497677,0
0000007779,0,,,,16473,18497677,214
0000007778,0,,,,16484,18497677,198
0000007777,,,,,18,18497677,0
0000007776,0,,,,16473,18497677,210
0000007775,0,,,,16556,18497677,225
0000007774,,,,,18,18497677,0
0000007773,0,,,,16571,18497677,248
0000007772,0,,,,16585,18497677,245
0000007771,,,,,19,18497677,0
0000007770,0,,,,16579,18497677,220
0000007769,0,,,,16445,18497677,198
0000007768,,,,,18,18497677,0
0000007767,0,,,,16458,18497677,205
0000007766,0,,,,16487,18497677,211
0000007765,,,,,18,18497677,0
0000007764,0,,,,16474,18497677,208
0000007763,0,,,,16486,18497677,204
0000007762,,,,,18,18497677,0
0000007761,0,,,,16534,18497677,207
0000007760,0,,,,16487,18497677,246
0000007759,,,,,18,18497677,0
0000007758,0,,,,16481,18497677,322
0000007757,0,,,,16479,18497677,246
0000007756,,,,,18,18497677,0
0000007755,0,,,,16474,18497677,201
0000007754,0,,,,16474,18497677,203
0000007753,,,,,18,18497677,0
0000007752,0,,,,16467,18497677,217
0000007751,0,,,,16481,18497677,209
0000007750,,,,,19,18497677,0
0000007749,0,,,,16537,18497677,202
0000007748,0,,,,16491,18497677,199
0000007747,,,,,18,18497677,0
0000007746,0,,,,16463,18497677,203
0000007745,0,,,,16486,18497677,200
0000007744,,,,,18,18497677,0
0000007743,0,,,,16473,18497677,206
0000007742,0,,,,16463,18497677,208
0000007741,,,,,18,18497677,0
0000007740,0,,,,16489,18497677,212
0000007739,0,,,,16496,18497677,201
0000007738,,,,,18,18497677,0
0000007737,0,,,,16498,18497677,203
0000007736,0,,,,16468,18497677,211
0000007735,,,,,18,18497677,0
0000007734,0,,,,16464,18497677,205
0000007733,0,,,,16489,18497677,207
0000007732,,,,,19,18497677,0
0000007731,0,,,,16486,18497677,198
0000007730,0,,,,16497,18497677,210
0000007729,,,,,18,18497677,0
0000007728,0,,,,16526,18497677,213
0000007727,0,,,,16473,18497677,203
0000007726,,,,,18,18497677,0
0000007725,0,,,,16497,18497677,201
0000007724,0,,,,16511,18497677,207
0000007723,,,,,18,18497677,0
0000007722,0,,,,16408,18497677,206
0000007721,0,,,,16384,18497677,203
0000007720,,,,,18,18497677,0
0000007719,0,,,,16384,18497677,202
0000007718,0,,,,16384,18497677,221
0000007717,,,,,18,18497677,0
0000007716,0,,,,16384,18497677,203
0000007715,0,,,,16384,18497677,203
0000007714,,,,,18,18497677,0
0000007713,0,,,,16384,18497677,206
0000007712,0,,,,16384,18497677,206
0000007711,,,,,18,18497677,0
0000007710,0,,,,16384,18497677,199
0000007709,0,,,,16384,18497677,201
0000007708,,,,,18,18497677,0
0000007707,0,,,,16384,18497677,213
0000007706,0,,,,16384,18497677,221
0000007705,,,,,18,18497677,0
0000007704,0,,,,16384,18497677,216
0000007703,0,,,,16384,18497677,224
0000007702,,,,,18,18497677,0
0000007701,0,,,,16384,18497677,206
0000007700,0,,,,16384,18497677,211
0000007699,,,,,18,18497677,0
0000007698,0,,,,16384,18497677,222
0000007697,0,,,,16384,18497677,290
0000007696,,,,,18,18497677,0
0000007695,0,,,,16384,18497677,202
0000007694,0,,,,16384,18497677,220
0000007693,,,,,18,18497677,0
0000007692,0,,,,16384,18497677,222
0000007691,0,,,,16384,18497677,213
0000007690,,,,,18,18497677,0
0000007689,0,,,,16384,18497677,213
0000007688,0,,,,16384,18497677,208
0000007687,,,,,18,18497677,0
0000007686,0,,,,16384,18497677,217
0000007685,0,,,,16384,18497677,205
0000007684,,,,,18,18497677,0
0000007683,0,,,,16384,18497677,209
0000007682,0,,,,16384,18497677,229
0000007681,,,,,18,18497677,0
0000007680,0,,,,16384,18497677,219
0000007679,0,,,,16384,18497677,208
0000007678,,,,,18,18497677,0
0000007677,0,,,,16384,18497677,201
0000007676,0,,,,16384,18497677,205
0000007675,,,,,18,18497677,0
0000007674,0,,,,16384,18497677,203
0000007673,0,,,,16384,18497677,200
0000007672,,,,,18,18497677,0
0000007671,0,,,,16384,18497677,218
0000007670,0,,,,16384,18497677,205
0000007669,,,,,18,18497677,0
0000007668,0,,,,16384,18497677,211
0000007667,0,,,,16384,18497677,212
0000007666,,,,,18,18497677,0
0000007665,0,,,,16384,18497677,209
0000007664,0,,,,16384,18497677,209
0000007663,,,,,18,18497677,0
0000007662,0,,,,16384,18497677,204
0000007661,0,,,,16384,18497677,206
0000007660,,,,,18,18497677,0
0000007659,0,,,,16384,18497677,203
0000007658,0,,,,16384,18497677,197
0000007657,,,,,18,18497677,0
0000007656,0,,,,16384,18497677,195
0000007655,0,,,,16384,18497677,195
0000007654,,,,,18,18497677,0
0000007653,0,,,,16384,18497677,195
0000007652,0,,,,16384,18497677,207
0000007651,,,,,18,18497677,0
0000007650,0,,,,16384,18497677,205
0000007649,0,,,,16384,18497677,208
0000007648,,,,,18,18497677,0
0000007647,0,,,,16384,18497677,202
0000007646,0,,,,16384,18497677,208
0000007645,,,,,18,18497677,0
0000007644,0,,,,16384,18497677,197
0000007643,0,,,,16384,18497677,208
0000007642,,,,,18,18497677,0
0000007641,0,,,,16384,18497677,207
0000007640,0,,,,16384,18497677,198
0000007639,,,,,18,18497677,0
0000007638,0,,,,16384,18497677,201
0000007637,0,,,,16384,18497677,201
0000007636,,,,,18,18497677,0
0000007635,0,,,,16384,18497677,201
0000007634,0,,,,16384,18497677,206
0000007633,,,,,18,18497677,0
0000007632,0,,,,16384,18497677,202
0000007631,0,,,,16384,18497677,205
0000007630,,,,,18,18497677,0
0000007629,0,,,,16384,18497677,198
0000007628,0,,,,16384,18497677,203
0000007627,,,,,18,18497677,0
0000007626,0,,,,16384,18497677,203
0000007625,0,,,,16384,18497677,199
0000007624,,,,,18,18497677,0
0000007623,0,,,,16384,18497677,201
0000007622,0,,,,16384,18497677,203
0000007621,,,,,18,18497677,0
0000007620,0,,,,16384,18497677,210
0000007619,0,,,,16384,18497677,193
0000007618,,,,,18,18497677,0
0000007617,0,,,,16384,18497677,197
0000007616,0,,,,16384,18497677,209
0000007615,,,,,18,18497677,0
0000007614,0,,,,16384,18497677,207
0000007613,0,,,,16384,18497677,207
0000007612,,,,,18,18497677,0
0000007611,0,,,,16384,18497677,205
0000007610,0,,,,16384,18497677,205
0000007609,,,,,18,18497677,0
0000007608,0,,,,16384,18497677,201
0000007607,0,,,,16384,18497677,202
0000007606,,,,,18,18497677,0
0000007605,0,,,,16384,18497677,215
0000007604,0,,,,16384,18497677,206
0000007603,,,,,18,18497677,0
0000007602,0,,,,16384,18497677,200
0000007601,0,,,,16384,18497677,202
0000007600,,,,,18,18497677,0
0000007599,0,,,,16384,18497677,210
0000007598,0,,,,16384,18497677,203
0000007597,,,,,18,18497677,0
0000007596,0,,,,16384,18497677,196
0000007595,0,,,,16384,18497677,193
0000007594,,,,,18,18497677,0
0000007593,0,,,,16384,18497677,201
0000007592,0,,,,16384,18497677,191
0000007591,,,,,18,18497677,0
0000007590,0,,,,16384,18497677,194
0000007589,0,,,,16384,18497677,209
0000007588,,,,,18,18497677,0
0000007587,0,,,,16384,18497677,218
0000007586,0,,,,16384,18497677,210
0000007585,,,,,18,18497677,0
0000007584,0,,,,16384,18497677,204
0000007583,0,,,,16384,18497677,204
0000007582,0,,,,402,18497677,204
0000007581,0,,,,1408,18497677,203
0000007580,0,,,,1408,18497677,194
0000007579,0,,,,1408,18497677,197
0000007578,0,,,,1408,18497677,195
0000007577,0,,,,1408,18497677,195
0000007576,0,,,,1408,18497677,194
0000007575,0,,,,1408,18497677,195
0000007574,0,,,,1408,18497677,194
0000007573,0,,,,1408,18497677,198
0000007572,0,,,,1408,18497677,195
0000007571,0,,,,1408,18497677,204
0000007570,0,,,,1408,18497677,196
0000007569,0,,,,1408,18497677,206
0000007568,0,,,,1408,18497677,208
0000007567,0,,,,1408,18497677,200
0000007566,0,,,,1408,18497677,195
0000007565,0,,,,1408,18497677,193
0000007564,0,,,,1408,18497677,195
0000007563,0,,,,1408,18497677,194
0000007562,0,,,,1408,18497677,197
0000007561,0,,,,1408,18497677,200
0000007560,0,,,,1408,18497677,208
0000007559,0,,,,1408,18497677,202
0000007558,0,,,,402,18497677,198
0000007557,0,,,,1408,18497677,200
0000007556,0,,,,1408,18497677,218
0000007555,0,,,,1408,18497677,198
0000007554,0,,,,1408,18497677,200
0000007553,0,,,,1408,18497677,193
0000007552,0,,,,1408,18497677,197
0000007551,0,,,,1408,18497677,200
0000007550,0,,,,1408,18497677,215
0000007549,0,,,,1408,18497677,211
0000007548,0,,,,1408,18497677,212
0000007547,0,,,,1408,18497677,205
