Starting Experiment with Threshold 0.1
Stopping on first fine-grained match below threshold
Buffers sized less than 10 are discarded
Filename, Fine-grained tries, Coarse-grained Measure, Fine-grained Measure, offset, Buffer size (bytes), Heap size (bytes), time taken (ms)
0000007546,0,,,,1408,18497677,206
0000007545,0,,,,1408,18497677,206
0000007544,0,,,,1408,18497677,205
0000007543,0,,,,1408,18497677,195
0000007542,0,,,,1408,18497677,202
0000007541,0,,,,1408,18497677,211
0000007540,0,,,,1408,18497677,197
0000007539,0,,,,1408,18497677,196
0000007538,0,,,,1408,18497677,194
0000007537,0,,,,1408,18497677,203
0000007536,0,,,,1408,18497677,199
0000007535,0,,,,1408,18497677,197
0000007534,0,,,,402,18497677,195
0000007533,0,,,,1408,18497677,194
0000007532,0,,,,1408,18497677,195
0000007531,0,,,,1408,18497677,201
0000007530,0,,,,1408,18497677,196
0000007529,0,,,,1408,18497677,197
0000007528,0,,,,1408,18497677,197
0000007527,0,,,,1408,18497677,194
0000007526,0,,,,1408,18497677,200
0000007525,0,,,,1408,18497677,195
0000007524,0,,,,1408,18497677,195
0000007523,0,,,,1408,18497677,194
0000007522,0,,,,1408,18497677,195
0000007521,0,,,,1408,18497677,202
0000007520,0,,,,1408,18497677,208
0000007519,0,,,,1408,18497677,203
0000007518,0,,,,1408,18497677,215
0000007517,0,,,,1408,18497677,195
0000007516,0,,,,1408,18497677,194
0000007515,0,,,,1408,18497677,196
0000007514,0,,,,1408,18497677,195
0000007513,0,,,,1408,18497677,193
0000007512,0,,,,1408,18497677,194
0000007511,0,,,,1408,18497677,218
0000007510,0,,,,402,18497677,205
0000007509,0,,,,1408,18497677,204
0000007508,0,,,,1408,18497677,208
0000007507,0,,,,1408,18497677,213
0000007506,0,,,,1408,18497677,205
0000007505,0,,,,1408,18497677,220
0000007504,0,,,,1408,18497677,213
0000007503,0,,,,1408,18497677,207
0000007502,0,,,,1408,18497677,206
0000007501,0,,,,1408,18497677,206
0000007500,0,,,,1408,18497677,209
0000007499,0,,,,1408,18497677,212
0000007498,0,,,,1408,18497677,207
0000007497,0,,,,1408,18497677,217
0000007496,0,,,,1408,18497677,214
0000007495,0,,,,1408,18497677,208
0000007494,0,,,,1408,18497677,206
0000007493,0,,,,1408,18497677,206
0000007492,0,,,,1408,18497677,206
0000007491,0,,,,1408,18497677,207
0000007490,0,,,,1408,18497677,209
0000007489,0,,,,1408,18497677,206
0000007488,0,,,,1408,18497677,219
0000007487,0,,,,1408,18497677,238
0000007486,0,,,,402,18497677,207
0000007485,0,,,,1408,18497677,206
0000007484,0,,,,1408,18497677,199
0000007483,0,,,,1408,18497677,200
0000007482,0,,,,1408,18497677,199
0000007481,0,,,,1408,18497677,199
0000007480,0,,,,1408,18497677,201
0000007479,0,,,,1408,18497677,198
0000007478,0,,,,1408,18497677,200
0000007477,0,,,,1408,18497677,200
0000007476,0,,,,1408,18497677,198
0000007475,0,,,,1408,18497677,199
0000007474,0,,,,1408,18497677,202
0000007473,0,,,,1408,18497677,206
0000007472,0,,,,1408,18497677,205
0000007471,0,,,,1408,18497677,199
0000007470,0,,,,1408,18497677,200
0000007469,0,,,,1408,18497677,200
0000007468,0,,,,1408,18497677,199
0000007467,0,,,,1408,18497677,200
0000007466,0,,,,1408,18497677,203
0000007465,0,,,,1408,18497677,199
0000007464,0,,,,1408,18497677,200
0000007463,0,,,,1408,18497677,205
0000007462,0,,,,402,18497677,200
0000007461,0,,,,1408,18497677,201
0000007460,0,,,,1408,18497677,200
0000007459,0,,,,1408,18497677,200
0000007458,0,,,,1408,18497677,199
0000007457,0,,,,1408,18497677,198
0000007456,0,,,,1408,18497677,199
0000007455,0,,,,1408,18497677,200
0000007454,0,,,,1408,18497677,199
0000007453,0,,,,1408,18497677,198
0000007452,0,,,,1408,18497677,201
0000007451,0,,,,1408,18497677,199
0000007450,0,,,,1408,18497677,199
0000007449,0,,,,1408,18497677,199
0000007448,0,,,,1408,18497677,202
0000007447,0,,,,1408,18497677,200
0000007446,0,,,,1408,18497677,207
0000007445,0,,,,1408,18497677,200
0000007444,0,,,,1408,18497677,202
0000007443,0,,,,1408,18497677,203
0000007442,0,,,,1408,18497677,198
0000007441,0,,,,1408,18497677,201
0000007440,0,,,,1408,18497677,200
0000007439,0,,,,1408,18497677,199
0000007438,0,,,,402,18497677,198
0000007437,0,,,,1408,18497677,198
0000007436,0,,,,1408,18497677,208
0000007435,0,,,,1408,18497677,199
0000007434,0,,,,1408,18497677,200
0000007433,0,,,,1408,18497677,200
0000007432,0,,,,1408,18497677,197
0000007431,0,,,,1408,18497677,199
0000007430,0,,,,1408,18497677,200
0000007429,0,,,,1408,18497677,199
0000007428,0,,,,1408,18497677,204
0000007427,0,,,,1408,18497677,212
0000007426,0,,,,1408,18497677,204
0000007425,0,,,,1408,18497677,210
0000007424,0,,,,1408,18497677,209
0000007423,0,,,,1408,18497677,209
0000007422,0,,,,1408,18497677,201
0000007421,0,,,,1408,18497677,202
0000007420,0,,,,1408,18497677,200
0000007419,0,,,,1408,18497677,197
0000007418,0,,,,1408,18497677,205
0000007417,0,,,,1408,18497677,199
0000007416,0,,,,1408,18497677,200
0000007415,0,,,,1408,18497677,201
0000007414,0,,,,402,18497677,198
0000007413,0,,,,1408,18497677,200
0000007412,0,,,,1408,18497677,198
0000007411,0,,,,1408,18497677,202
0000007410,0,,,,1408,18497677,200
0000007409,0,,,,1408,18497677,199
0000007408,0,,,,1408,18497677,199
0000007407,0,,,,1408,18497677,208
0000007406,0,,,,1408,18497677,209
0000007405,0,,,,1408,18497677,203
0000007404,0,,,,1408,18497677,199
0000007403,0,,,,1408,18497677,207
0000007402,0,,,,1408,18497677,205
0000007401,0,,,,1408,18497677,201
0000007400,0,,,,1408,18497677,200
0000007399,0,,,,1408,18497677,198
0000007398,0,,,,1408,18497677,201
0000007397,0,,,,1408,18497677,203
0000007396,0,,,,1408,18497677,205
0000007395,0,,,,1408,18497677,200
0000007394,0,,,,1408,18497677,200
0000007393,0,,,,1408,18497677,201
0000007392,0,,,,1408,18497677,203
0000007391,0,,,,1408,18497677,201
0000007390,0,,,,402,18497677,201
0000007389,0,,,,1408,18497677,199
0000007388,0,,,,1408,18497677,200
0000007387,0,,,,1408,18497677,203
0000007386,0,,,,1408,18497677,201
0000007385,0,,,,1408,18497677,198
0000007384,0,,,,1408,18497677,200
0000007383,0,,,,1408,18497677,202
0000007382,0,,,,1408,18497677,199
0000007381,0,,,,1408,18497677,200
0000007380,0,,,,1408,18497677,200
0000007379,0,,,,1408,18497677,198
0000007378,0,,,,1408,18497677,203
0000007377,0,,,,1408,18497677,200
0000007376,0,,,,1408,18497677,198
0000007375,0,,,,1408,18497677,199
0000007374,0,,,,1408,18497677,201
0000007373,0,,,,1408,18497677,207
0000007372,0,,,,1408,18497677,200
0000007371,0,,,,1408,18497677,201
0000007370,0,,,,1408,18497677,199
0000007369,0,,,,1408,18497677,199
0000007368,0,,,,1408,18497677,199
0000007367,0,,,,1408,18497677,199
0000007366,0,,,,402,18497677,199
0000007365,0,,,,1408,18497677,205
0000007364,0,,,,1408,18497677,201
0000007363,0,,,,1408,18497677,204
0000007362,0,,,,1408,18497677,201
0000007361,0,,,,1408,18497677,201
0000007360,0,,,,1408,18497677,207
0000007359,0,,,,1408,18497677,199
0000007358,0,,,,1408,18497677,200
0000007357,0,,,,1408,18497677,199
0000007356,0,,,,1408,18497677,201
0000007355,0,,,,1408,18497677,201
0000007354,0,,,,1408,18497677,198
0000007353,0,,,,1408,18497677,202
0000007352,0,,,,1408,18497677,199
0000007351,0,,,,1408,18497677,200
0000007350,0,,,,1408,18497677,200
0000007349,0,,,,1408,18497677,198
0000007348,0,,,,1408,18497677,204
0000007347,0,,,,1408,18497677,198
0000007346,0,,,,1408,18497677,201
0000007345,0,,,,1408,18497677,201
0000007344,0,,,,1408,18497677,201
0000007343,0,,,,1408,18497677,217
0000007342,0,,,,402,18497677,207
0000007341,0,,,,1408,18497677,200
0000007340,0,,,,1408,18497677,200
0000007339,0,,,,1408,18497677,204
0000007338,0,,,,1408,18497677,203
0000007337,0,,,,1408,18497677,219
0000007336,0,,,,1408,18497677,215
0000007335,0,,,,1408,18497677,205
0000007334,0,,,,1408,18497677,221
0000007333,0,,,,1408,18497677,205
0000007332,0,,,,1408,18497677,211
0000007331,0,,,,1408,18497677,198
0000007330,0,,,,1408,18497677,198
0000007329,0,,,,1408,18497677,200
0000007328,0,,,,1408,18497677,201
0000007327,0,,,,1408,18497677,211
0000007326,0,,,,1408,18497677,207
0000007325,0,,,,1408,18497677,207
0000007324,0,,,,1408,18497677,211
0000007323,0,,,,1408,18497677,206
0000007322,0,,,,1408,18497677,208
0000007321,0,,,,1408,18497677,206
0000007320,0,,,,1408,18497677,207
0000007319,0,,,,1408,18497677,210
0000007318,0,,,,402,18497677,193
0000007317,0,,,,1408,18497677,203
0000007316,0,,,,1408,18497677,196
0000007315,0,,,,1408,18497677,196
0000007314,0,,,,1408,18497677,197
0000007313,0,,,,1408,18497677,196
0000007312,0,,,,1408,18497677,195
0000007311,0,,,,1408,18497677,193
0000007310,0,,,,1408,18497677,194
0000007309,0,,,,1408,18497677,198
0000007308,0,,,,1408,18497677,195
0000007307,0,,,,1408,18497677,195
0000007306,0,,,,1408,18497677,195
0000007305,0,,,,1408,18497677,195
0000007304,0,,,,1408,18497677,201
0000007303,0,,,,1408,18497677,208
0000007302,0,,,,1408,18497677,206
0000007301,0,,,,1408,18497677,202
0000007300,0,,,,1408,18497677,197
0000007299,0,,,,1408,18497677,197
0000007298,0,,,,1408,18497677,195
0000007297,0,,,,1408,18497677,202
0000007296,0,,,,1408,18497677,197
0000007295,0,,,,1408,18497677,196
0000007294,0,,,,402,18497677,196
0000007293,0,,,,1408,18497677,194
0000007292,0,,,,1408,18497677,197
0000007291,0,,,,1408,18497677,196
0000007290,0,,,,1408,18497677,201
0000007289,0,,,,1408,18497677,200
0000007288,0,,,,1408,18497677,205
0000007287,0,,,,1408,18497677,200
0000007286,0,,,,1408,18497677,196
0000007285,0,,,,1408,18497677,194
0000007284,0,,,,1408,18497677,194
0000007283,0,,,,1408,18497677,196
0000007282,0,,,,1408,18497677,197
0000007281,0,,,,1408,18497677,194
0000007280,0,,,,1408,18497677,195
0000007279,0,,,,1408,18497677,197
0000007278,0,,,,1408,18497677,195
0000007277,0,,,,1408,18497677,194
0000007276,0,,,,1408,18497677,196
0000007275,0,,,,1408,18497677,196
0000007274,0,,,,1408,18497677,195
0000007273,0,,,,1408,18497677,198
0000007272,0,,,,1408,18497677,194
0000007271,0,,,,1408,18497677,198
0000007270,0,,,,402,18497677,195
0000007269,0,,,,1408,18497677,194
0000007268,0,,,,1408,18497677,195
0000007267,0,,,,1408,18497677,195
0000007266,0,,,,1408,18497677,196
0000007265,0,,,,1408,18497677,198
0000007264,0,,,,1408,18497677,239
0000007263,0,,,,1408,18497677,217
0000007262,0,,,,1408,18497677,238
0000007261,0,,,,1408,18497677,243
0000007260,0,,,,1408,18497677,263
0000007259,0,,,,1408,18497677,236
0000007258,0,,,,1408,18497677,249
0000007257,0,,,,1408,18497677,239
0000007256,0,,,,1408,18497677,215
0000007255,0,,,,1408,18497677,210
0000007254,0,,,,1408,18497677,210
0000007253,0,,,,1408,18497677,208
0000007252,0,,,,1408,18497677,209
0000007251,0,,,,1408,18497677,207
0000007250,0,,,,1408,18497677,207
0000007249,0,,,,1408,18497677,209
0000007248,0,,,,1408,18497677,208
0000007247,0,,,,1408,18497677,198
0000007246,0,,,,402,18497677,197
0000007245,0,,,,1408,18497677,211
0000007244,0,,,,1408,18497677,209
0000007243,0,,,,1408,18497677,195
0000007242,0,,,,1408,18497677,200
0000007241,0,,,,1408,18497677,199
0000007240,0,,,,1408,18497677,202
0000007239,0,,,,1408,18497677,207
0000007238,0,,,,1408,18497677,211
0000007237,0,,,,1408,18497677,210
0000007236,0,,,,1408,18497677,205
0000007235,0,,,,1408,18497677,203
0000007234,0,,,,1408,18497677,201
0000007233,0,,,,1408,18497677,203
0000007232,0,,,,1408,18497677,204
0000007231,0,,,,1408,18497677,201
0000007230,0,,,,1408,18497677,200
0000007229,0,,,,1408,18497677,202
0000007228,0,,,,1408,18497677,201
0000007227,0,,,,1408,18497677,202
0000007226,0,,,,1408,18497677,202
0000007225,0,,,,1408,18497677,202
0000007224,0,,,,1408,18497677,201
0000007223,0,,,,1408,18497677,200
0000007222,0,,,,402,18497677,200
0000007221,0,,,,1408,18497677,199
0000007220,0,,,,1408,18497677,199
0000007219,0,,,,1408,18497677,200
0000007218,0,,,,1408,18497677,200
0000007217,0,,,,1408,18497677,204
0000007216,0,,,,1408,18497677,200
0000007215,0,,,,1408,18497677,202
0000007214,0,,,,1408,18497677,198
0000007213,0,,,,1408,18497677,201
0000007212,0,,,,1408,18497677,200
0000007211,0,,,,1408,18497677,198
0000007210,0,,,,1408,18497677,201
0000007209,0,,,,1408,18497677,199
0000007208,0,,,,1408,18497677,200
0000007207,0,,,,1408,18497677,199
0000007206,0,,,,1408,18497677,199
0000007205,0,,,,1408,18497677,199
0000007204,0,,,,1408,18497677,197
0000007203,0,,,,1408,18497677,196
0000007202,0,,,,1408,18497677,196
0000007201,0,,,,1408,18497677,217
0000007200,0,,,,1408,18497677,231
0000007199,0,,,,1408,18497677,207
0000007198,0,,,,402,18497677,205
0000007197,0,,,,1408,18497677,198
0000007196,0,,,,1408,18497677,200
0000007195,0,,,,1408,18497677,198
0000007194,0,,,,1408,18497677,196
0000007193,0,,,,1408,18497677,196
0000007192,0,,,,1408,18497677,195
0000007191,0,,,,1408,18497677,195
0000007190,0,,,,1408,18497677,209
0000007189,0,,,,1408,18497677,195
0000007188,0,,,,1408,18497677,196
0000007187,0,,,,1408,18497677,198
0000007186,0,,,,1408,18497677,196
0000007185,0,,,,1408,18497677,194
0000007184,0,,,,1408,18497677,195
0000007183,0,,,,1408,18497677,195
0000007182,0,,,,1408,18497677,214
0000007181,0,,,,1408,18497677,208
0000007180,0,,,,1408,18497677,205
0000007179,0,,,,1408,18497677,197
0000007178,0,,,,1408,18497677,196
0000007177,0,,,,1408,18497677,194
0000007176,0,,,,1408,18497677,195
0000007175,0,,,,1408,18497677,198
0000007174,0,,,,402,18497677,196
0000007173,0,,,,1408,18497677,196
0000007172,0,,,,1408,18497677,201
0000007171,0,,,,1408,18497677,194
0000007170,0,,,,1408,18497677,201
0000007169,0,,,,1408,18497677,196
0000007168,0,,,,1408,18497677,194
0000007167,0,,,,1408,18497677,194
0000007166,0,,,,1408,18497677,195
0000007165,0,,,,1408,18497677,197
0000007164,0,,,,1408,18497677,210
0000007163,0,,,,1408,18497677,208
0000007162,0,,,,1408,18497677,201
0000007161,0,,,,1408,18497677,194
0000007160,0,,,,1408,18497677,194
0000007159,0,,,,1408,18497677,195
0000007158,0,,,,1408,18497677,195
0000007157,0,,,,1408,18497677,202
0000007156,0,,,,1408,18497677,196
0000007155,0,,,,1408,18497677,194
0000007154,0,,,,1408,18497677,194
0000007153,0,,,,1408,18497677,194
0000007152,0,,,,1408,18497677,195
0000007151,0,,,,1408,18497677,195
0000007150,0,,,,402,18497677,194
0000007149,0,,,,1408,18497677,195
0000007148,0,,,,1408,18497677,197
0000007147,0,,,,1408,18497677,199
0000007146,0,,,,1408,18497677,195
0000007145,0,,,,1408,18497677,194
0000007144,0,,,,1408,18497677,196
0000007143,0,,,,1408,18497677,193
0000007142,0,,,,1408,18497677,195
0000007141,0,,,,1408,18497677,194
0000007140,0,,,,1408,18497677,199
0000007139,0,,,,1408,18497677,196
0000007138,0,,,,1408,18497677,195
0000007137,0,,,,1408,18497677,195
0000007136,0,,,,1408,18497677,194
0000007135,0,,,,1408,18497677,194
0000007134,0,,,,1408,18497677,198
0000007133,0,,,,1408,18497677,196
0000007132,0,,,,1408,18497677,196
0000007131,0,,,,1408,18497677,195
0000007130,0,,,,1408,18497677,198
0000007129,0,,,,1408,18497677,195
0000007128,0,,,,1408,18497677,198
0000007127,0,,,,1408,18497677,197
0000007126,0,,,,402,18497677,194
0000007125,0,,,,1408,18497677,195
0000007124,0,,,,1408,18497677,196
0000007123,0,,,,1408,18497677,197
0000007122,0,,,,1408,18497677,198
0000007121,0,,,,1408,18497677,194
0000007120,0,,,,1408,18497677,193
0000007119,0,,,,1408,18497677,195
0000007118,0,,,,1408,18497677,194
0000007117,0,,,,1408,18497677,197
0000007116,0,,,,1408,18497677,196
0000007115,0,,,,1408,18497677,195
0000007114,0,,,,1408,18497677,197
0000007113,0,,,,1408,18497677,194
0000007112,0,,,,1408,18497677,194
0000007111,0,,,,1408,18497677,196
0000007110,0,,,,1408,18497677,195
0000007109,0,,,,1408,18497677,195
0000007108,0,,,,1408,18497677,194
0000007107,0,,,,1408,18497677,195
0000007106,0,,,,1408,18497677,205
0000007105,0,,,,1408,18497677,200
0000007104,0,,,,1408,18497677,195
0000007103,0,,,,1408,18497677,194
0000007102,0,,,,402,18497677,194
0000007101,0,,,,1408,18497677,195
0000007100,0,,,,1408,18497677,194
0000007099,0,,,,1408,18497677,199
0000007098,0,,,,1408,18497677,212
0000007097,0,,,,1408,18497677,206
0000007096,0,,,,1408,18497677,199
0000007095,0,,,,1408,18497677,204
0000007094,0,,,,1408,18497677,196
0000007093,0,,,,1408,18497677,194
0000007092,0,,,,1408,18497677,193
0000007091,0,,,,1408,18497677,195
0000007090,0,,,,1408,18497677,195
0000007089,0,,,,1408,18497677,197
0000007088,0,,,,1408,18497677,194
0000007087,0,,,,1408,18497677,195
0000007086,0,,,,1408,18497677,195
0000007085,0,,,,1408,18497677,194
0000007084,0,,,,1408,18497677,195
0000007083,0,,,,1408,18497677,198
0000007082,0,,,,1408,18497677,198
0000007081,0,,,,1408,18497677,196
0000007080,0,,,,1408,18497677,213
0000007079,0,,,,1412,18497677,208
0000007078,0,,,,84,18497677,192
0000007077,0,,,,51,18497677,193
0000007076,0,,,,128,18497677,194
0000007075,0,,,,209,18497677,195
0000007074,0,,,,40,18497677,194
0000007073,0,,,,496,18497677,196
0000007072,,,,,17,18497677,0
0000007071,0,,,,850,18497677,197
0000007070,0,,,,53,18497677,193
0000007069,0,,,,51,18497677,191
0000007068,0,,,,128,18497677,192
0000007067,0,,,,41,18497677,193
0000007066,0,,,,1408,18497677,195
0000007065,0,,,,1408,18497677,196
0000007064,0,,,,60,18497677,192
0000007063,0,,,,223,18497677,193
0000007062,0,,,,1411,18497677,200
0000007061,0,,,,1411,18497677,194
0000007060,0,,,,1411,18497677,194
0000007059,0,,,,1412,18497677,194
0000007058,0,,,,403,18497677,193
0000007057,0,,,,1412,18497677,200
0000007056,0,,,,1411,18497677,194
0000007055,0,,,,1411,18497677,194
0000007054,0,,,,1412,18497677,195
0000007053,0,,,,1411,18497677,195
0000007052,0,,,,1410,18497677,194
0000007051,0,,,,1412,18497677,195
0000007050,0,,,,1415,18497677,195
0000007049,0,,,,1411,18497677,195
0000007048,0,,,,1412,18497677,195
0000007047,0,,,,1410,18497677,195
0000007046,0,,,,1410,18497677,197
0000007045,0,,,,1411,18497677,198
0000007044,0,,,,1413,18497677,202
0000007043,0,,,,1410,18497677,194
0000007042,0,,,,1410,18497677,195
0000007041,0,,,,1410,18497677,193
0000007040,0,,,,1409,18497677,194
0000007039,0,,,,1409,18497677,193
0000007038,0,,,,1410,18497677,194
0000007037,0,,,,1410,18497677,197
0000007036,0,,,,1414,18497677,194
0000007035,0,,,,1417,18497677,195
0000007034,0,,,,54,18497677,193
0000007033,0,,,,1300,18497677,193
0000007032,0,,,,1410,18497677,194
0000007031,0,,,,1411,18497677,196
0000007030,0,,,,1411,18497677,196
0000007029,0,,,,1416,18497677,195
0000007028,0,,,,1411,18497677,196
0000007027,0,,,,1410,18497677,194
0000007026,0,,,,1409,18497677,194
0000007025,0,,,,1414,18497677,196
0000007024,0,,,,1417,18497677,196
0000007023,0,,,,54,18497677,190
0000007022,0,,,,38,18497677,193
0000007021,0,,,,1411,18497677,202
0000007020,0,,,,1411,18497677,199
0000007019,0,,,,1415,18497677,197
0000007018,0,,,,82,18497677,191
0000007017,0,,,,1265,18497677,195
0000007016,0,,,,1413,18497677,195
0000007015,0,,,,1420,18497677,196
0000007014,0,,,,1417,18497677,212
0000007013,0,,,,1419,18497677,207
0000007012,0,,,,1419,18497677,200
0000007011,0,,,,1421,18497677,195
0000007010,0,,,,53,18497677,193
0000007009,0,,,,599,18497677,194
0000007008,0,,,,53,18497677,192
0000007007,,,,,17,18497677,0
0000007006,0,,,,1114,18497677,194
0000007005,0,,,,1416,18497677,197
0000007004,0,,,,1420,18497677,195
0000007003,0,,,,1416,18497677,195
0000007002,0,,,,1422,18497677,195
0000007001,0,,,,53,18497677,192
0000007000,0,,,,701,18497677,194
0000006999,0,,,,1412,18497677,195
0000006998,0,,,,1411,18497677,194
0000006997,0,,,,1411,18497677,195
0000006996,0,,,,1413,18497677,194
0000006995,0,,,,1411,18497677,198
0000006994,0,,,,403,18497677,218
0000006993,0,,,,1411,18497677,204
0000006992,0,,,,1409,18497677,194
0000006991,0,,,,1412,18497677,194
0000006990,0,,,,1413,18497677,199
0000006989,0,,,,1410,18497677,195
0000006988,0,,,,1411,18497677,196
0000006987,0,,,,1412,18497677,194
0000006986,0,,,,1411,18497677,198
0000006985,0,,,,1410,18497677,197
0000006984,0,,,,1411,18497677,195
0000006983,0,,,,1416,18497677,195
0000006982,0,,,,1413,18497677,194
0000006981,0,,,,1410,18497677,194
0000006980,0,,,,1411,18497677,200
0000006979,0,,,,1411,18497677,194
0000006978,0,,,,1411,18497677,197
0000006977,0,,,,1412,18497677,195
0000006976,0,,,,1411,18497677,198
0000006975,0,,,,1411,18497677,195
0000006974,0,,,,1412,18497677,196
0000006973,0,,,,1411,18497677,196
0000006972,0,,,,1410,18497677,195
0000006971,0,,,,1409,18497677,195
0000006970,0,,,,403,18497677,196
0000006969,0,,,,1409,18497677,197
0000006968,0,,,,1412,18497677,195
0000006967,0,,,,1419,18497677,195
0000006966,0,,,,1410,18497677,194
0000006965,0,,,,1411,18497677,194
0000006964,0,,,,1410,18497677,195
0000006963,0,,,,1411,18497677,194
0000006962,0,,,,1411,18497677,201
0000006961,0,,,,1411,18497677,194
0000006960,0,,,,1411,18497677,196
0000006959,0,,,,1412,18497677,195
0000006958,0,,,,1412,18497677,194
0000006957,0,,,,1411,18497677,196
0000006956,0,,,,1411,18497677,195
0000006955,0,,,,1410,18497677,194
0000006954,0,,,,1410,18497677,194
0000006953,0,,,,1411,18497677,197
0000006952,0,,,,1410,18497677,196
0000006951,0,,,,1411,18497677,194
0000006950,0,,,,1411,18497677,196
0000006949,0,,,,1410,18497677,194
0000006948,0,,,,1411,18497677,194
0000006947,0,,,,1418,18497677,196
0000006946,0,,,,54,18497677,193
0000006945,0,,,,524,18497677,195
0000006944,0,,,,1418,18497677,196
0000006943,0,,,,82,18497677,195
0000006942,,,,,17,18497677,0
0000006941,0,,,,989,18497677,203
0000006940,0,,,,1411,18497677,194
0000006939,0,,,,1410,18497677,194
0000006938,0,,,,1411,18497677,197
0000006937,0,,,,1411,18497677,207
0000006936,0,,,,1411,18497677,194
0000006935,0,,,,1410,18497677,194
0000006934,0,,,,1411,18497677,198
0000006933,0,,,,1411,18497677,202
0000006932,0,,,,1411,18497677,194
0000006931,0,,,,1410,18497677,196
0000006930,0,,,,1411,18497677,195
0000006929,0,,,,1411,18497677,198
0000006928,0,,,,402,18497677,214
0000006927,0,,,,1411,18497677,205
0000006926,0,,,,1411,18497677,196
0000006925,0,,,,1410,18497677,197
0000006924,0,,,,1411,18497677,195
0000006923,0,,,,1411,18497677,195
0000006922,0,,,,1410,18497677,195
0000006921,0,,,,1411,18497677,196
0000006920,0,,,,1411,18497677,197
0000006919,0,,,,1410,18497677,194
0000006918,0,,,,1411,18497677,198
0000006917,0,,,,1411,18497677,194
0000006916,0,,,,1411,18497677,198
0000006915,0,,,,1410,18497677,194
0000006914,0,,,,1411,18497677,194
0000006913,0,,,,1411,18497677,195
0000006912,0,,,,1411,18497677,193
0000006911,0,,,,1410,18497677,199
0000006910,0,,,,1411,18497677,212
0000006909,0,,,,1411,18497677,211
0000006908,0,,,,1411,18497677,198
0000006907,0,,,,1410,18497677,194
0000006906,0,,,,1411,18497677,194
0000006905,0,,,,1438,18497677,194
0000006904,0,,,,195,18497677,192
0000006903,0,,,,1143,18497677,197
0000006902,0,,,,1408,18497677,195
0000006901,0,,,,1408,18497677,195
0000006900,0,,,,1408,18497677,195
0000006899,0,,,,1408,18497677,194
0000006898,0,,,,1408,18497677,196
0000006897,0,,,,1408,18497677,194
0000006896,0,,,,1408,18497677,201
0000006895,0,,,,1408,18497677,196
0000006894,0,,,,1408,18497677,196
0000006893,0,,,,1408,18497677,195
0000006892,0,,,,1408,18497677,196
0000006891,0,,,,1408,18497677,195
0000006890,0,,,,1408,18497677,196
0000006889,0,,,,1408,18497677,194
0000006888,0,,,,1408,18497677,196
0000006887,0,,,,1408,18497677,195
0000006886,0,,,,1409,18497677,194
0000006885,0,,,,1410,18497677,194
0000006884,0,,,,383,18497677,194
0000006883,0,,,,1409,18497677,195
0000006882,0,,,,1408,18497677,195
0000006881,0,,,,1408,18497677,194
0000006880,0,,,,1409,18497677,194
0000006879,0,,,,1408,18497677,195
0000006878,0,,,,1408,18497677,195
0000006877,0,,,,1408,18497677,202
0000006876,0,,,,1408,18497677,197
0000006875,0,,,,1408,18497677,194
0000006874,0,,,,1408,18497677,204
0000006873,0,,,,1408,18497677,194
0000006872,0,,,,1408,18497677,194
0000006871,0,,,,1408,18497677,198
0000006870,0,,,,1408,18497677,199
0000006869,0,,,,1408,18497677,198
0000006868,0,,,,1408,18497677,194
0000006867,0,,,,1408,18497677,198
0000006866,0,,,,1408,18497677,197
0000006865,0,,,,1408,18497677,195
0000006864,0,,,,1408,18497677,194
0000006863,0,,,,1408,18497677,194
0000006862,0,,,,1408,18497677,195
0000006861,0,,,,1408,18497677,194
0000006860,0,,,,382,18497677,200
0000006859,0,,,,1408,18497677,195
0000006858,0,,,,1408,18497677,194
0000006857,0,,,,1408,18497677,196
0000006856,0,,,,1408,18497677,195
0000006855,0,,,,1408,18497677,194
0000006854,0,,,,1408,18497677,201
0000006853,0,,,,1408,18497677,195
0000006852,0,,,,1408,18497677,197
0000006851,0,,,,1408,18497677,195
0000006850,0,,,,1408,18497677,195
0000006849,0,,,,1408,18497677,195
0000006848,0,,,,1408,18497677,195
0000006847,0,,,,1408,18497677,194
0000006846,0,,,,1408,18497677,196
0000006845,0,,,,1408,18497677,211
0000006844,0,,,,1408,18497677,207
0000006843,0,,,,1408,18497677,194
0000006842,0,,,,1408,18497677,197
0000006841,0,,,,1408,18497677,195
0000006840,0,,,,1408,18497677,198
0000006839,0,,,,1408,18497677,194
0000006838,0,,,,1408,18497677,193
0000006837,0,,,,1408,18497677,196
0000006836,0,,,,522,18497677,194
0000006835,0,,,,1408,18497677,193
0000006834,0,,,,1408,18497677,202
0000006833,0,,,,1408,18497677,196
0000006832,0,,,,1408,18497677,199
0000006831,0,,,,1408,18497677,196
0000006830,0,,,,1408,18497677,195
0000006829,0,,,,1408,18497677,194
0000006828,0,,,,1408,18497677,194
0000006827,0,,,,1408,18497677,209
0000006826,0,,,,1408,18497677,207
0000006825,0,,,,1408,18497677,198
0000006824,0,,,,1408,18497677,193
0000006823,0,,,,1408,18497677,196
0000006822,0,,,,1408,18497677,239
0000006821,0,,,,1408,18497677,204
0000006820,0,,,,1408,18497677,196
0000006819,0,,,,1408,18497677,200
0000006818,0,,,,1408,18497677,194
0000006817,0,,,,1408,18497677,195
0000006816,0,,,,1408,18497677,200
0000006815,0,,,,1408,18497677,197
0000006814,0,,,,1408,18497677,195
0000006813,0,,,,402,18497677,194
