Starting Experiment with Threshold 0.001
Optimisation 1
Stopping on first fine-grained match below threshold
Filename, Fine-grained tries, Coarse-grained Measure, comparisons#, Buffer size (bytes), Heap size (bytes), time taken (ms)
0000000269,0,0.0,241873,1377,1045210,6
0000000270,0,0.0,241872,1378,1045206,5
0000000271,0,0.0,241871,1040,1045213,6
0000000272,0,9.719353662981412E-4,241855,16462,1045261,5
0000000273,0,9.716402501973644E-4,241861,16467,1045267,5
0000000274,0,9.730584443228121E-4,241862,16443,1045272,8
0000000275,0,9.722897423432182E-4,241853,16456,1045344,5
0000000276,0,9.731176255929935E-4,241844,16442,1045329,5
0000000277,0,9.724079251245898E-4,241859,16454,1045370,5
0000000278,0,9.746588693957114E-4,241858,16416,1045338,6
0000000279,0,9.46521533364884E-4,241869,2113,1045288,5
0000000280,0,0.0,66656,110,1045236,3
0000000281,0,8.191685439279131E-4,614828,4883,1045258,9
0000000282,0,0.0,614865,480,1045266,9
0000000283,0,0.0,614865,333,1045265,10
0000000284,0,0.0,11393,4,1045270,1
0000000285,0,0.0,901822,204,1045358,13
0000000286,0,0.0,5,1,1045358,1
0000000287,0,0.0,901829,16,1045358,14
0000000288,0,0.0,901855,40,1045377,13
0000000289,0,5.145356315924878E-4,241900,3887,1045396,6
0000000290,0,9.916535823485662E-4,241884,12101,1045411,5
0000000291,0,8.172438451322913E-4,241881,9789,1045427,5
0000000292,0,8.100445524503848E-4,241886,7407,1045447,5
0000000293,0,0.0,5,1,1045301,2
0000000294,0,0.0,614868,16,1045277,10
0000000295,0,9.721125220244244E-4,241878,16459,1045510,5
0000000296,0,9.718172983479105E-4,241936,16464,1045607,5
0000000297,0,0.0,241946,849,1045692,5
0000000298,0,0.0,16486,9,1045603,2
0000000299,0,9.725852531760987E-4,241927,16451,1045593,5
0000000300,0,9.715812484819043E-4,241930,16468,1045638,6
0000000301,0,9.712863473562799E-4,241931,16473,1045627,5
0000000302,0,0.0,241949,956,1045679,5
0000000303,0,0.0,614870,389,1045318,9
0000000304,0,0.0,902096,140,1045659,15
0000000305,0,0.0,902077,9,1045640,13
0000000306,0,9.728809436945154E-4,241928,16446,1045579,6
0000000307,0,9.722897423432182E-4,241929,16456,1045651,5
0000000308,0,9.714042863214133E-4,241923,16471,1045737,6
0000000309,0,9.934009792095366E-4,241933,14093,1045606,6
0000000310,0,9.721715882853323E-4,241922,16458,1045618,5
0000000311,0,9.098146252701012E-4,241927,8793,1045669,6
0000000312,0,9.72821791208123E-4,241924,16447,1045621,5
0000000313,0,9.725261366399222E-4,241923,16452,1045626,5
0000000314,0,7.41839762611276E-4,241934,5392,1045723,5
0000000315,0,0.0,241939,598,1045659,5
0000000316,0,9.283973540675409E-4,241927,8617,1045688,5
0000000317,0,9.278589654372535E-4,241967,12933,1045782,6
0000000318,0,0.0,755145,82,1045085,11
0000000319,0,9.576250897773521E-4,909855,4177,1045124,12
0000000320,0,0.0,909860,482,1045108,14
0000000321,0,0.0,909868,301,1045114,13
0000000322,0,0.0,30926,4,1045106,2
0000000323,0,0.0,614958,389,1045384,11
0000000324,0,8.112767467802454E-4,241960,9861,1045788,9
0000000325,0,0.0,204846,82,303196,4
0000000326,0,9.576250897773521E-4,204846,4177,303215,4
0000000327,0,0.0,204852,482,303203,3
0000000328,0,0.0,204853,301,303202,8
0000000329,0,0.0,14221,4,303201,1
0000000330,0,0.0,909846,202,1045091,12
0000000331,0,0.0,5,1,1045094,5
