Starting Experiment with Threshold 0.01
Optimisation 1
Stopping on first fine-grained match below threshold
Filename, Fine-grained tries, Measure, Buffer size (bytes), Heap size (bytes), time taken (ms)
0000000172,7,0.008714596949891068,1377,1045079,54
0000000173,6,0.00872093023255814,1376,1045080,48
0000000174,11,0.008727272727272728,1375,1045083,80
0000000175,7,0.00870195794053662,1379,1045092,52
0000000176,10,0.008714596949891068,1377,1045101,79
0000000177,3,0.008714596949891068,1377,1045102,26
0000000178,3,0.008689355539464157,1381,1045104,27
0000000179,6,0.00870195794053662,1379,1045103,48
0000000180,3,0.008676789587852495,1383,1045104,28
0000000181,11,0.00872093023255814,1376,1045128,81
0000000182,2,0.008733624454148471,1374,1045126,32
0000000183,10,0.00872093023255814,1376,1045126,102
0000000184,12,0.008727272727272728,1375,1045124,104
0000000185,6,0.008746355685131196,1372,1045123,47
0000000186,12,0.008714596949891068,1377,1045124,96
0000000187,12,0.00870195794053662,1379,1045162,98
0000000188,2,0.00872093023255814,1376,1045157,22
0000000189,7,0.008714596949891068,1377,1045162,63
0000000190,8,0.008727272727272728,1375,1045158,64
0000000191,10,0.00870195794053662,1379,1045163,81
0000000192,5,0.008670520231213872,1384,1045164,50
0000000193,11,0.008714596949891068,1377,1045154,109
0000000194,2,0.00870195794053662,1379,1045157,22
0000000195,8,0.008695652173913044,1380,1045159,79
0000000196,3,0.008727272727272728,1375,1045186,35
0000000197,12,0.008714596949891068,1377,1045188,162
0000000198,6,0.00872093023255814,1376,1045188,57
0000000199,10,0.00873998543335761,1373,1045184,100
0000000200,9,0.008746355685131196,1372,1045178,78
0000000201,11,0.00872093023255814,1376,1045187,86
0000000202,5,0.008733624454148471,1374,1045187,41
0000000203,5,0.008683068017366137,1382,1045189,45
0000000204,1,0.00873998543335761,1373,1045180,17
0000000205,9,0.00873998543335761,1373,1045181,75
0000000206,6,0.00873998543335761,1373,1045165,56
0000000207,4,0.008733624454148471,1374,1045171,33
0000000208,5,0.00872093023255814,1376,1045168,40
0000000209,13,0.008689355539464157,1381,1045176,94
0000000210,21,0.008727272727272728,1375,1045146,152
0000000211,4,0.00968054211035818,1033,1045145,29
0000000212,11,0.008708272859216255,1378,1045147,102
0000000213,6,0.008733624454148471,1374,1045174,45
0000000214,8,0.00870195794053662,1379,1045181,62
0000000215,7,0.008708272859216255,1378,1045178,59
0000000216,2,0.0087527352297593,1371,1045183,20
0000000217,5,0.008733624454148471,1374,1045175,40
0000000218,13,0.008695652173913044,1380,1045182,107
0000000219,8,0.008689355539464157,1381,1045181,82
0000000220,5,0.008714596949891068,1377,1045218,41
0000000221,4,0.00872093023255814,1376,1045179,34
0000000222,10,0.008714596949891068,1377,1045180,78
0000000223,17,0.00873998543335761,1373,1045174,124
0000000224,5,0.008695652173913044,1380,1045184,43
0000000225,12,0.00872093023255814,1376,1045174,88
0000000226,1,0.008733624454148471,1374,1045174,13
0000000227,9,0.008695652173913044,1380,1045178,75
0000000228,6,0.008746355685131196,1372,1045222,55
0000000229,11,0.00870195794053662,1379,1045181,132
0000000230,6,0.00873998543335761,1373,1045173,81
0000000231,9,0.008695652173913044,1380,1045180,141
0000000232,4,0.00870195794053662,1379,1045182,50
0000000233,5,0.008683068017366137,1382,1045185,64
0000000234,1,0.00870195794053662,1379,1045179,16
0000000235,19,0.008733624454148471,1374,1045187,202
0000000236,13,0.00873998543335761,1373,1045175,133
0000000237,7,0.00872093023255814,1376,1045180,64
0000000238,8,0.008708272859216255,1378,1045179,118
0000000239,3,0.00872093023255814,1376,1045206,47
0000000240,7,0.008689355539464157,1381,1045216,226
0000000241,9,0.008708272859216255,1378,1045208,130
0000000242,10,0.008746355685131196,1372,1045228,164
0000000243,12,0.008733624454148471,1374,1045234,114
0000000244,11,0.00872093023255814,1376,1045234,92
0000000245,7,0.008733624454148471,1374,1045259,67
0000000246,7,0.008733624454148471,1374,1045255,109
0000000247,6,0.008733624454148471,1374,1045258,75
0000000248,4,0.008733624454148471,1374,1045262,60
0000000249,10,0.008727272727272728,1375,1045259,91
0000000250,1,0.008689355539464157,1381,1045269,23
0000000251,5,0.00870195794053662,1379,1045266,49
0000000252,16,0.008714596949891068,1377,1045266,124
0000000253,6,0.00873998543335761,1373,1045256,49
0000000254,11,0.008676789587852495,1383,1045270,86
0000000255,9,0.00870195794053662,1379,1045265,78
0000000256,8,0.008727272727272728,1375,1045291,102
0000000257,1,0.00872093023255814,1376,1045297,14
0000000258,10,0.008714596949891068,1377,1045289,77
0000000259,7,0.00870195794053662,1379,1045291,103
0000000260,13,0.00873998543335761,1373,1045317,97
0000000261,4,0.008746355685131196,1372,1045314,34
0000000262,5,0.008714596949891068,1377,1045321,40
0000000263,7,0.008695652173913044,1380,1045209,57
0000000264,10,0.008727272727272728,1375,1045203,76
0000000265,1,0.008708272859216255,1378,1045204,13
0000000266,16,0.008727272727272728,1375,1045204,116
0000000267,11,0.008727272727272728,1375,1045202,95
0000000268,8,0.008689355539464157,1381,1045206,69
0000000269,8,0.008714596949891068,1377,1045210,68
0000000270,9,0.008708272859216255,1378,1045206,69
0000000271,10,0.009615384615384616,1040,1045213,50
0000000272
